X,Y,STATE,NAME,LAT,LON,Start_Time,Full_Time,End_Time,ObjectId
-94.015167,37.61903,MO,Jerico Springs,37.61903,-94.015167,2024/02/18 17:36:10+00,2024/02/18 18:53:50+00,2024/02/18 20:11:10+00,13070
-91.30385,38.856154,MO,Jonesburg,38.856154,-91.30385,2024/02/18 17:42:00+00,2024/02/18 18:59:30+00,2024/02/18 20:15:50+00,13071
-94.501259,37.075218,MO,Joplin,37.075218,-94.501259,2024/02/18 17:34:40+00,2024/02/18 18:52:20+00,2024/02/18 20:10:10+00,13072
-90.788289,38.830526,MO,Josephville,38.830526,-90.788289,2024/02/18 17:42:40+00,2024/02/18 19:00:10+00,2024/02/18 20:16:40+00,13073
-91.718706,40.42362,MO,Kahoka,40.42362,-91.718706,2024/02/18 17:44:00+00,2024/02/18 19:00:30+00,2024/02/18 20:16:00+00,13074
-94.555117,39.122361,MO,Kansas City,39.122361,-94.555117,2024/02/18 17:38:10+00,2024/02/18 18:54:50+00,2024/02/18 20:11:20+00,13075
-94.35858,39.355111,MO,Kearney,39.355111,-94.35858,2024/02/18 17:38:50+00,2024/02/18 18:55:20+00,2024/02/18 20:11:40+00,13076
-92.937835,39.43135,MO,Keytesville,39.43135,-92.937835,2024/02/18 17:40:50+00,2024/02/18 18:57:40+00,2024/02/18 20:13:50+00,13077
-94.102471,39.781977,MO,Kidder,39.781977,-94.102471,2024/02/18 17:40:00+00,2024/02/18 18:56:20+00,2024/02/18 20:12:20+00,13078
-93.424196,36.648016,MO,Kimberling City,36.648016,-93.424196,2024/02/18 17:35:20+00,2024/02/18 18:53:30+00,2024/02/18 20:11:30+00,13079
-90.364327,38.365752,MO,Kimmswick,38.365752,-90.364327,2024/02/18 17:42:40+00,2024/02/18 19:00:20+00,2024/02/18 20:17:00+00,13080
-94.525167,40.050567,MO,King City,40.050567,-94.525167,2024/02/18 17:39:50+00,2024/02/18 18:56:00+00,2024/02/18 20:11:50+00,13081
-91.935419,38.947306,MO,Kingdom City,38.947306,-91.935419,2024/02/18 17:41:20+00,2024/02/18 18:58:30+00,2024/02/18 20:15:00+00,13082
-94.038388,39.642576,MO,Kingston,39.642576,-94.038388,2024/02/18 17:39:50+00,2024/02/18 18:56:20+00,2024/02/18 20:12:20+00,13083
-94.07076,38.74361,MO,Kingsville,38.74361,-94.07076,2024/02/18 17:38:10+00,2024/02/18 18:55:10+00,2024/02/18 20:11:50+00,13084
-90.324955,38.738399,MO,Kinloch,38.738399,-90.324955,2024/02/18 17:43:10+00,2024/02/18 19:00:50+00,2024/02/18 20:17:10+00,13085
-93.156778,36.629409,MO,Kirbyville,36.629409,-93.156778,2024/02/18 17:35:40+00,2024/02/18 18:54:00+00,2024/02/18 20:11:50+00,13086
-92.574562,40.198171,MO,Kirksville,40.198171,-92.574562,2024/02/18 17:42:30+00,2024/02/18 18:59:00+00,2024/02/18 20:14:40+00,13087
-90.420881,38.579356,MO,Kirkwood,38.579356,-90.420881,2024/02/18 17:42:50+00,2024/02/18 19:00:30+00,2024/02/18 20:17:00+00,13088
-93.052352,36.667025,MO,Kissee Mills,36.667025,-93.052352,2024/02/18 17:35:50+00,2024/02/18 18:54:10+00,2024/02/18 20:12:00+00,13089
-93.563643,38.767334,MO,Knob Noster,38.767334,-93.563643,2024/02/18 17:38:50+00,2024/02/18 18:55:50+00,2024/02/18 20:12:30+00,13090
-92.010197,40.14416,MO,Knox City,40.14416,-92.010197,2024/02/18 17:43:10+00,2024/02/18 18:59:50+00,2024/02/18 20:15:30+00,13091
-90.679886,38.417006,MO,LaBarque Creek,38.417006,-90.679886,2024/02/18 17:42:10+00,2024/02/18 18:59:50+00,2024/02/18 20:16:30+00,13092
-91.91534,40.116186,MO,La Belle,40.116186,-91.91534,2024/02/18 17:43:20+00,2024/02/18 18:59:50+00,2024/02/18 20:15:40+00,13093
-93.16972,39.787354,MO,Laclede,39.787354,-93.16972,2024/02/18 17:41:10+00,2024/02/18 18:57:40+00,2024/02/18 20:13:40+00,13094
-91.642566,39.242798,MO,Laddonia,39.242798,-91.642566,2024/02/18 17:42:10+00,2024/02/18 18:59:20+00,2024/02/18 20:15:40+00,13095
-93.877669,38.312523,MO,La Due,38.312523,-93.877669,2024/02/18 17:37:40+00,2024/02/18 18:54:50+00,2024/02/18 20:11:50+00,13096
-90.385114,38.636434,MO,Ladue,38.636434,-90.385114,2024/02/18 17:43:00+00,2024/02/18 19:00:40+00,2024/02/18 20:17:00+00,13097
-91.50229,40.046851,MO,La Grange,40.046851,-91.50229,2024/02/18 17:43:40+00,2024/02/18 19:00:20+00,2024/02/18 20:16:10+00,13098
-94.505837,38.653716,MO,Lake Annette,38.653716,-94.505837,2024/02/18 17:37:20+00,2024/02/18 18:54:20+00,2024/02/18 20:11:10+00,13099
-94.317205,39.484057,MO,Lake Arrowhead,39.484057,-94.317205,2024/02/18 17:39:10+00,2024/02/18 18:55:40+00,2024/02/18 20:11:50+00,13100
-90.222848,33.183181,MS,Tchula,33.183181,-90.222848,2024/02/18 17:34:40+00,2024/02/18 18:54:10+00,2024/02/18 20:12:50+00,13101
-90.292595,32.106057,MS,Terry,32.106057,-90.292595,2024/02/18 17:32:50+00,2024/02/18 18:52:30+00,2024/02/18 20:11:30+00,13102
-89.171737,34.302905,MS,Thaxton,34.302905,-89.171737,2024/02/18 17:38:10+00,2024/02/18 18:57:20+00,2024/02/18 20:15:20+00,13103
-89.89606,33.985086,MS,Tillatoba,33.985086,-89.89606,2024/02/18 17:36:30+00,2024/02/18 18:55:50+00,2024/02/18 20:14:10+00,13104
-88.229144,34.638284,MS,Tishomingo,34.638284,-88.229144,2024/02/18 17:40:20+00,2024/02/18 18:59:20+00,2024/02/18 20:17:00+00,13105
-89.221314,34.255254,MS,Toccopola,34.255254,-89.221314,2024/02/18 17:38:00+00,2024/02/18 18:57:10+00,2024/02/18 20:15:20+00,13106
-88.507088,32.430282,MS,Toomsuba,32.430282,-88.507088,2024/02/18 17:36:30+00,2024/02/18 18:56:00+00,2024/02/18 20:14:20+00,13107
-88.248936,34.233728,MS,Tremont,34.233728,-88.248936,2024/02/18 17:39:40+00,2024/02/18 18:58:50+00,2024/02/18 20:16:40+00,13108
-93.368279,37.119313,MO,Battlefield,37.119313,-93.368279,2024/02/18 17:36:10+00,2024/02/18 18:54:10+00,2024/02/18 20:11:50+00,13109
-89.049074,32.707777,MS,Tucker,32.707777,-89.049074,2024/02/18 17:36:00+00,2024/02/18 18:55:30+00,2024/02/18 20:13:50+00,13110
-89.368423,34.237174,MS,Tula,34.237174,-89.368423,2024/02/18 17:37:40+00,2024/02/18 18:57:00+00,2024/02/18 20:15:10+00,13111
-90.380937,34.688137,MS,Tunica,34.688137,-90.380937,2024/02/18 17:36:40+00,2024/02/18 18:55:50+00,2024/02/18 20:14:10+00,13112
-90.321189,34.824186,MS,Tunica Resorts,34.824186,-90.321189,2024/02/18 17:37:00+00,2024/02/18 18:56:10+00,2024/02/18 20:14:20+00,13113
-88.732455,34.270604,MS,Tupelo,34.270604,-88.732455,2024/02/18 17:38:50+00,2024/02/18 18:58:00+00,2024/02/18 20:16:00+00,13114
-90.433339,34.01718,MS,Tutwiler,34.01718,-90.433339,2024/02/18 17:35:40+00,2024/02/18 18:55:00+00,2024/02/18 20:13:30+00,13115
-90.285432,38.543621,MO,Bella Villa,38.543621,-90.285432,2024/02/18 17:43:00+00,2024/02/18 19:00:40+00,2024/02/18 20:17:10+00,13116
-89.567581,31.648272,MS,Collins,31.648272,-89.567581,2024/02/18 17:33:30+00,2024/02/18 18:53:10+00,2024/02/18 20:12:00+00,13117
-91.013166,39.23789,MO,Eolia,39.23789,-91.013166,2024/02/18 17:43:00+00,2024/02/18 19:00:10+00,2024/02/18 20:16:30+00,13118
-93.968073,38.949161,MO,Lake Lafayette,38.949161,-93.968073,2024/02/18 17:38:40+00,2024/02/18 18:55:30+00,2024/02/18 20:12:00+00,13119
-94.999767,47.50748,MN,Wilton,47.50748,-94.999767,2024/02/18 17:52:40+00,2024/02/18 19:02:30+00,2024/02/18 20:12:00+00,13120
-90.144851,31.1172,MS,Tylertown,31.1172,-90.144851,2024/02/18 17:31:40+00,2024/02/18 18:51:20+00,2024/02/18 20:10:30+00,13121
-91.721466,38.285138,MO,Belle,38.285138,-91.721466,2024/02/18 17:40:30+00,2024/02/18 18:58:10+00,2024/02/18 20:15:00+00,13122
-89.841153,34.955752,MS,Olive Branch,34.955752,-89.841153,2024/02/18 17:38:00+00,2024/02/18 18:57:10+00,2024/02/18 20:15:10+00,13123
-88.844307,32.487323,MS,Collinsville,32.487323,-88.844307,2024/02/18 17:36:00+00,2024/02/18 18:55:30+00,2024/02/18 20:14:00+00,13124
-92.74071,39.893781,MO,Ethel,39.893781,-92.74071,2024/02/18 17:41:50+00,2024/02/18 18:58:20+00,2024/02/18 20:14:20+00,13125
-94.258369,38.90377,MO,Lake Lotawana,38.90377,-94.258369,2024/02/18 17:38:10+00,2024/02/18 18:55:00+00,2024/02/18 20:11:40+00,13126
-91.096767,38.281033,MO,Charmwood,38.281033,-91.096767,2024/02/18 17:41:30+00,2024/02/18 18:59:10+00,2024/02/18 20:15:50+00,13127
-95.119136,43.873552,MN,Windom,43.873552,-95.119136,2024/02/18 17:46:00+00,2024/02/18 18:59:10+00,2024/02/18 20:12:00+00,13128
-88.498689,30.662715,MS,Hurley,30.662715,-88.498689,2024/02/18 17:34:00+00,2024/02/18 18:53:30+00,2024/02/18 20:12:00+00,13129
-89.115203,32.571128,MS,Union,32.571128,-89.115203,2024/02/18 17:35:40+00,2024/02/18 18:55:10+00,2024/02/18 20:13:40+00,13130
-90.227992,38.752849,MO,Bellefontaine Neighbors,38.752849,-90.227992,2024/02/18 17:43:20+00,2024/02/18 19:00:50+00,2024/02/18 20:17:20+00,13131
-89.825443,31.256909,MS,Columbia,31.256909,-89.825443,2024/02/18 17:32:20+00,2024/02/18 18:52:10+00,2024/02/18 20:11:00+00,13132
-90.471131,31.007316,MS,Osyka,31.007316,-90.471131,2024/02/18 17:30:50+00,2024/02/18 18:50:40+00,2024/02/18 20:09:50+00,13133
-92.40195,38.357113,MO,Eugene,38.357113,-92.40195,2024/02/18 17:39:40+00,2024/02/18 18:57:10+00,2024/02/18 20:14:00+00,13134
-92.630046,38.200866,MO,Lake Ozark,38.200866,-92.630046,2024/02/18 17:39:10+00,2024/02/18 18:56:40+00,2024/02/18 20:13:40+00,13135
-93.678794,37.114809,MO,Chesapeake,37.114809,-93.678794,2024/02/18 17:35:50+00,2024/02/18 18:53:40+00,2024/02/18 20:11:20+00,13136
-95.985969,47.536303,MN,Winger,47.536303,-95.985969,2024/02/18 17:51:40+00,2024/02/18 19:01:20+00,2024/02/18 20:10:30+00,13137
-89.537871,34.365529,MS,University,34.365529,-89.537871,2024/02/18 17:37:40+00,2024/02/18 18:56:50+00,2024/02/18 20:15:00+00,13138
-89.807518,34.707776,MS,Independence,34.707776,-89.807518,2024/02/18 17:37:40+00,2024/02/18 18:56:50+00,2024/02/18 20:15:00+00,13139
-90.312133,38.712226,MO,Bellerive Acres,38.712226,-90.312133,2024/02/18 17:43:10+00,2024/02/18 19:00:40+00,2024/02/18 20:17:10+00,13140
-88.407128,33.508208,MS,Columbus,33.508208,-88.407128,2024/02/18 17:38:20+00,2024/02/18 18:57:40+00,2024/02/18 20:15:40+00,13141
-89.025273,31.488577,MS,Ovett,31.488577,-89.025273,2024/02/18 17:34:10+00,2024/02/18 18:53:50+00,2024/02/18 20:12:30+00,13142
-90.64542,38.498468,MO,Eureka,38.498468,-90.64542,2024/02/18 17:42:30+00,2024/02/18 19:00:00+00,2024/02/18 20:16:40+00,13143
-90.999201,38.32295,MO,Lake St. Clair,38.32295,-90.999201,2024/02/18 17:41:40+00,2024/02/18 18:59:20+00,2024/02/18 20:16:00+00,13144
-90.57595,38.658126,MO,Chesterfield,38.658126,-90.57595,2024/02/18 17:42:40+00,2024/02/18 19:00:20+00,2024/02/18 20:16:50+00,13145
-94.170634,43.764946,MN,Winnebago,43.764946,-94.170634,2024/02/18 17:46:50+00,2024/02/18 19:00:20+00,2024/02/18 20:13:20+00,13146
-91.668076,44.051271,MN,Winona,44.051271,-91.668076,2024/02/18 17:50:10+00,2024/02/18 19:04:00+00,2024/02/18 20:17:00+00,13147
-94.050277,44.958192,MN,Winsted,44.958192,-94.050277,2024/02/18 17:49:00+00,2024/02/18 19:01:30+00,2024/02/18 20:13:30+00,13148
-94.360013,44.542254,MN,Winthrop,44.542254,-94.360013,2024/02/18 17:48:00+00,2024/02/18 19:00:50+00,2024/02/18 20:13:00+00,13149
-91.801294,47.92917,MN,Winton,47.92917,-91.801294,2024/02/18 17:56:20+00,2024/02/18 19:06:50+00,2024/02/18 20:16:20+00,13150
-95.35034,46.8101,MN,Wolf Lake,46.8101,-95.35034,2024/02/18 17:51:00+00,2024/02/18 19:01:30+00,2024/02/18 20:11:30+00,13151
-96.736245,46.563031,MN,Wolverton,46.563031,-96.736245,2024/02/18 17:49:20+00,2024/02/18 18:59:30+00,2024/02/18 20:09:30+00,13152
-92.923703,44.906283,MN,Woodbury,44.906283,-92.923703,2024/02/18 17:50:10+00,2024/02/18 19:03:00+00,2024/02/18 20:15:10+00,13153
-95.535842,44.65132,MN,Wood Lake,44.65132,-95.535842,2024/02/18 17:47:00+00,2024/02/18 18:59:20+00,2024/02/18 20:11:20+00,13154
-93.521372,44.94976,MN,Woodland,44.94976,-93.521372,2024/02/18 17:49:30+00,2024/02/18 19:02:10+00,2024/02/18 20:14:20+00,13155
-96.096678,44.01104,MN,Woodstock,44.01104,-96.096678,2024/02/18 17:45:20+00,2024/02/18 18:58:00+00,2024/02/18 20:10:30+00,13156
-95.599702,43.628733,MN,Worthington,43.628733,-95.599702,2024/02/18 17:45:00+00,2024/02/18 18:58:10+00,2024/02/18 20:11:10+00,13157
-92.384069,46.621689,MN,Wrenshall,46.621689,-92.384069,2024/02/18 17:53:30+00,2024/02/18 19:05:00+00,2024/02/18 20:15:50+00,13158
-93.006856,46.672515,MN,Wright,46.672515,-93.006856,2024/02/18 17:53:00+00,2024/02/18 19:04:20+00,2024/02/18 20:15:00+00,13159
-92.267391,43.708656,MN,Wykoff,43.708656,-92.267391,2024/02/18 17:48:50+00,2024/02/18 19:02:50+00,2024/02/18 20:16:00+00,13160
-92.968392,45.339912,MN,Wyoming,45.339912,-92.968392,2024/02/18 17:50:50+00,2024/02/18 19:03:20+00,2024/02/18 20:15:10+00,13161
-93.785869,47.32065,MN,Zemple,47.32065,-93.785869,2024/02/18 17:53:20+00,2024/02/18 19:03:50+00,2024/02/18 20:13:40+00,13162
-93.596092,45.440562,MN,Zimmerman,45.440562,-93.596092,2024/02/18 17:50:20+00,2024/02/18 19:02:40+00,2024/02/18 20:14:10+00,13163
-92.427083,44.28782,MN,Zumbro Falls,44.28782,-92.427083,2024/02/18 17:49:40+00,2024/02/18 19:03:10+00,2024/02/18 20:15:50+00,13164
-92.67287,44.295165,MN,Zumbrota,44.295165,-92.67287,2024/02/18 17:49:20+00,2024/02/18 19:02:50+00,2024/02/18 20:15:30+00,13165
-89.502517,34.503392,MS,Abbeville,34.503392,-89.502517,2024/02/18 17:38:00+00,2024/02/18 18:57:10+00,2024/02/18 20:15:10+00,13166
-88.554741,33.828299,MS,Aberdeen,33.828299,-88.554741,2024/02/18 17:38:30+00,2024/02/18 18:57:40+00,2024/02/18 20:15:40+00,13167
-89.170247,33.310649,MS,Ackerman,33.310649,-89.170247,2024/02/18 17:36:40+00,2024/02/18 18:56:00+00,2024/02/18 20:14:30+00,13168
-88.524917,30.813804,MS,Agricola,30.813804,-88.524917,2024/02/18 17:34:10+00,2024/02/18 18:53:40+00,2024/02/18 20:12:20+00,13169
-91.140636,31.879168,MS,Alcorn State University,31.879168,-91.140636,2024/02/18 17:31:00+00,2024/02/18 18:50:50+00,2024/02/18 20:10:10+00,13170
-89.03807,34.179537,MS,Algoma,34.179537,-89.03807,2024/02/18 17:38:10+00,2024/02/18 18:57:20+00,2024/02/18 20:15:30+00,13171
-90.722646,34.089802,MS,Alligator,34.089802,-90.722646,2024/02/18 17:35:10+00,2024/02/18 18:54:30+00,2024/02/18 20:13:00+00,13172
-88.482607,33.981846,MS,Amory,33.981846,-88.482607,2024/02/18 17:38:50+00,2024/02/18 18:58:10+00,2024/02/18 20:16:00+00,13173
-90.828259,32.971869,MS,Anguilla,32.971869,-90.828259,2024/02/18 17:33:20+00,2024/02/18 18:52:50+00,2024/02/18 20:11:50+00,13174
-90.880002,33.27054,MS,Arcola,33.27054,-90.880002,2024/02/18 17:33:40+00,2024/02/18 18:53:10+00,2024/02/18 20:12:00+00,13175
-90.121565,34.700227,MS,Arkabutla,34.700227,-90.121565,2024/02/18 17:37:10+00,2024/02/18 18:56:20+00,2024/02/18 20:14:30+00,13176
-89.37719,31.337175,MS,Arnold Line,31.337175,-89.37719,2024/02/18 17:33:20+00,2024/02/18 18:53:00+00,2024/02/18 20:11:50+00,13177
-88.642298,33.416711,MS,Artesia,33.416711,-88.642298,2024/02/18 17:37:40+00,2024/02/18 18:57:00+00,2024/02/18 20:15:10+00,13178
-89.177741,34.834119,MS,Ashland,34.834119,-89.177741,2024/02/18 17:38:50+00,2024/02/18 18:58:00+00,2024/02/18 20:15:50+00,13179
-90.44791,34.642236,MS,Austin,34.642236,-90.44791,2024/02/18 17:36:30+00,2024/02/18 18:55:40+00,2024/02/18 20:14:00+00,13180
-88.642788,34.505494,MS,Baldwyn,34.505494,-88.642788,2024/02/18 17:39:20+00,2024/02/18 18:58:30+00,2024/02/18 20:16:20+00,13181
-89.744932,31.495955,MS,Bassfield,31.495955,-89.744932,2024/02/18 17:32:50+00,2024/02/18 18:52:30+00,2024/02/18 20:11:30+00,13182
-89.924878,34.320982,MS,Batesville,34.320982,-89.924878,2024/02/18 17:36:50+00,2024/02/18 18:56:10+00,2024/02/18 20:14:20+00,13183
-89.586699,31.09147,MS,Baxterville,31.09147,-89.586699,2024/02/18 17:32:40+00,2024/02/18 18:52:20+00,2024/02/18 20:11:10+00,13184
-89.35879,30.323448,MS,Bay St. Louis,30.323448,-89.35879,2024/02/18 17:31:50+00,2024/02/18 18:51:30+00,2024/02/18 20:10:30+00,13185
-89.27961,31.978001,MS,Bay Springs,31.978001,-89.27961,2024/02/18 17:34:30+00,2024/02/18 18:54:00+00,2024/02/18 20:12:40+00,13186
-88.928356,31.167543,MS,Beaumont,31.167543,-88.928356,2024/02/18 17:34:00+00,2024/02/18 18:53:30+00,2024/02/18 20:12:10+00,13187
-90.388687,31.717793,MS,Beauregard,31.717793,-90.388687,2024/02/18 17:32:00+00,2024/02/18 18:51:50+00,2024/02/18 20:11:00+00,13188
-90.808692,32.336723,MS,Beechwood,32.336723,-90.808692,2024/02/18 17:32:20+00,2024/02/18 18:52:00+00,2024/02/18 20:11:00+00,13189
-88.208306,34.505035,MS,Belmont,34.505035,-88.208306,2024/02/18 17:40:00+00,2024/02/18 18:59:10+00,2024/02/18 20:16:50+00,13190
-90.486286,33.180498,MS,Belzoni,33.180498,-90.486286,2024/02/18 17:34:10+00,2024/02/18 18:53:40+00,2024/02/18 20:12:30+00,13191
-88.805435,30.86869,MS,Benndale,30.86869,-88.805435,2024/02/18 17:33:50+00,2024/02/18 18:53:20+00,2024/02/18 20:12:00+00,13192
-91.008741,33.651595,MS,Benoit,33.651595,-91.008741,2024/02/18 17:34:00+00,2024/02/18 18:53:30+00,2024/02/18 20:12:20+00,13193
-90.261702,32.821561,MS,Benton,32.821561,-90.261702,2024/02/18 17:34:00+00,2024/02/18 18:53:40+00,2024/02/18 20:12:20+00,13194
-90.369193,32.643598,MS,Bentonia,32.643598,-90.369193,2024/02/18 17:33:30+00,2024/02/18 18:53:10+00,2024/02/18 20:12:00+00,13195
-89.328873,34.577318,MS,Bethlehem,34.577318,-89.328873,2024/02/18 17:38:20+00,2024/02/18 18:57:30+00,2024/02/18 20:15:30+00,13196
-90.980138,33.790471,MS,Beulah,33.790471,-90.980138,2024/02/18 17:34:20+00,2024/02/18 18:53:40+00,2024/02/18 20:12:20+00,13197
-89.415895,33.846392,MS,Big Creek,33.846392,-89.415895,2024/02/18 17:37:00+00,2024/02/18 18:56:20+00,2024/02/18 20:14:40+00,13198
-88.563927,34.836728,MS,Biggersville,34.836728,-88.563927,2024/02/18 17:40:00+00,2024/02/18 18:59:00+00,2024/02/18 20:16:40+00,13199
-88.484562,30.590561,MS,Big Point,30.590561,-88.484562,2024/02/18 17:34:00+00,2024/02/18 18:53:30+00,2024/02/18 20:12:00+00,13200
-88.935762,30.426663,MS,Biloxi,30.426663,-88.935762,2024/02/18 17:32:50+00,2024/02/18 18:52:30+00,2024/02/18 20:11:10+00,13201
-89.026184,34.673885,MS,Blue Mountain,34.673885,-89.026184,2024/02/18 17:39:00+00,2024/02/18 18:58:10+00,2024/02/18 20:16:00+00,13202
-88.883267,34.392778,MS,Blue Springs,34.392778,-88.883267,2024/02/18 17:38:50+00,2024/02/18 18:58:00+00,2024/02/18 20:15:50+00,13203
-90.677553,34.133613,MS,Bobo,34.133613,-90.677553,2024/02/18 17:35:20+00,2024/02/18 18:54:40+00,2024/02/18 20:13:10+00,13204
-90.461885,31.429417,MS,Bogue Chitto,31.429417,-90.461885,2024/02/18 17:31:30+00,2024/02/18 18:51:20+00,2024/02/18 20:10:30+00,13205
-88.918434,32.832345,MS,Bogue Chitto,32.832345,-88.918434,2024/02/18 17:36:20+00,2024/02/18 18:55:50+00,2024/02/18 20:14:10+00,13206
-91.051835,33.660681,MS,Bolivar,33.660681,-91.051835,2024/02/18 17:34:00+00,2024/02/18 18:53:20+00,2024/02/18 20:12:10+00,13207
-90.458584,32.354611,MS,Bolton,32.354611,-90.458584,2024/02/18 17:33:00+00,2024/02/18 18:52:40+00,2024/02/18 20:11:40+00,13208
-89.165651,30.901964,MS,Bond,30.901964,-89.165651,2024/02/18 17:33:00+00,2024/02/18 18:52:40+00,2024/02/18 20:11:30+00,13209
-88.567991,34.664418,MS,Booneville,34.664418,-88.567991,2024/02/18 17:39:40+00,2024/02/18 18:58:50+00,2024/02/18 20:16:30+00,13210
-90.737931,32.349965,MS,Bovina,32.349965,-90.737931,2024/02/18 17:32:30+00,2024/02/18 18:52:10+00,2024/02/18 20:11:10+00,13211
-90.724872,33.706475,MS,Boyle,33.706475,-90.724872,2024/02/18 17:34:40+00,2024/02/18 18:54:00+00,2024/02/18 20:12:40+00,13212
-89.990686,32.278093,MS,Brandon,32.278093,-89.990686,2024/02/18 17:33:40+00,2024/02/18 18:53:20+00,2024/02/18 20:12:10+00,13213
-89.97153,32.026391,MS,Braxton,32.026391,-89.97153,2024/02/18 17:33:20+00,2024/02/18 18:53:00+00,2024/02/18 20:11:50+00,13214
-89.904816,34.889727,MS,Bridgetown,34.889727,-89.904816,2024/02/18 17:37:50+00,2024/02/18 18:56:50+00,2024/02/18 20:15:00+00,13215
-90.443386,31.580567,MS,Brookhaven,31.580567,-90.443386,2024/02/18 17:31:40+00,2024/02/18 18:51:30+00,2024/02/18 20:10:40+00,13216
-88.578141,33.236701,MS,Brooksville,33.236701,-88.578141,2024/02/18 17:37:40+00,2024/02/18 18:57:00+00,2024/02/18 20:15:10+00,13217
-89.345464,33.990906,MS,Bruce,33.990906,-89.345464,2024/02/18 17:37:20+00,2024/02/18 18:56:40+00,2024/02/18 20:14:50+00,13218
-88.534283,31.553199,MS,Buckatunna,31.553199,-88.534283,2024/02/18 17:35:20+00,2024/02/18 18:54:50+00,2024/02/18 20:13:10+00,13219
-90.85228,31.462447,MS,Bude,31.462447,-90.85228,2024/02/18 17:30:50+00,2024/02/18 18:50:40+00,2024/02/18 20:10:00+00,13220
-88.318699,34.832032,MS,Burnsville,34.832032,-88.318699,2024/02/18 17:40:20+00,2024/02/18 18:59:30+00,2024/02/18 20:17:00+00,13221
-89.689993,34.869188,MS,Byhalia,34.869188,-89.689993,2024/02/18 17:38:10+00,2024/02/18 18:57:20+00,2024/02/18 20:15:20+00,13222
-90.286965,32.192137,MS,Byram,32.192137,-90.286965,2024/02/18 17:33:00+00,2024/02/18 18:52:40+00,2024/02/18 20:11:40+00,13223
-88.326024,33.683607,MS,Caledonia,33.683607,-88.326024,2024/02/18 17:38:40+00,2024/02/18 18:58:00+00,2024/02/18 20:16:00+00,13224
-89.314623,33.859347,MS,Calhoun City,33.859347,-89.314623,2024/02/18 17:37:10+00,2024/02/18 18:56:30+00,2024/02/18 20:14:50+00,13225
-90.032191,32.598419,MS,Canton,32.598419,-90.032191,2024/02/18 17:34:00+00,2024/02/18 18:53:40+00,2024/02/18 20:12:30+00,13226
-89.921812,33.505647,MS,Carrollton,33.505647,-89.921812,2024/02/18 17:35:40+00,2024/02/18 18:55:00+00,2024/02/18 20:13:40+00,13227
-89.533452,32.744227,MS,Carthage,32.744227,-89.533452,2024/02/18 17:35:10+00,2024/02/18 18:54:40+00,2024/02/18 20:13:20+00,13228
-90.924612,32.805642,MS,Cary,32.805642,-90.924612,2024/02/18 17:32:50+00,2024/02/18 18:52:20+00,2024/02/18 20:11:30+00,13229
-91.06544,31.087019,MS,Centreville,31.087019,-91.06544,2024/02/18 17:29:50+00,2024/02/18 18:49:40+00,2024/02/18 20:09:10+00,13230
-88.870548,34.932683,MS,Chalybeate,34.932683,-88.870548,2024/02/18 17:39:30+00,2024/02/18 18:58:40+00,2024/02/18 20:16:20+00,13231
-90.055166,34.007653,MS,Charleston,34.007653,-90.055166,2024/02/18 17:36:10+00,2024/02/18 18:55:30+00,2024/02/18 20:13:50+00,13232
-88.930172,32.327488,MS,Chunky,32.327488,-88.930172,2024/02/18 17:35:40+00,2024/02/18 18:55:10+00,2024/02/18 20:13:40+00,13233
-88.69161,31.58313,MS,Clara,31.58313,-88.69161,2024/02/18 17:35:00+00,2024/02/18 18:54:30+00,2024/02/18 20:13:00+00,13234
-90.568598,34.193796,MS,Clarksdale,34.193796,-90.568598,2024/02/18 17:35:40+00,2024/02/18 18:55:00+00,2024/02/18 20:13:30+00,13235
-90.196452,32.157656,MS,Cleary,32.157656,-90.196452,2024/02/18 17:33:00+00,2024/02/18 18:52:40+00,2024/02/18 20:11:40+00,13236
-90.728476,33.744008,MS,Cleveland,33.744008,-90.728476,2024/02/18 17:34:40+00,2024/02/18 18:54:00+00,2024/02/18 20:12:40+00,13237
-90.341893,32.354443,MS,Clinton,32.354443,-90.341893,2024/02/18 17:33:10+00,2024/02/18 18:52:50+00,2024/02/18 20:11:50+00,13238
-91.415192,31.495926,MS,Cloverdale,31.495926,-91.415192,2024/02/18 17:29:50+00,2024/02/18 18:49:40+00,2024/02/18 20:09:10+00,13239
-90.522019,34.366293,MS,Coahoma,34.366293,-90.522019,2024/02/18 17:36:00+00,2024/02/18 18:55:20+00,2024/02/18 20:13:40+00,13240
-89.684482,33.976494,MS,Coffeeville,33.976494,-89.684482,2024/02/18 17:36:50+00,2024/02/18 18:56:10+00,2024/02/18 20:14:30+00,13241
-89.975517,34.690376,MS,Coldwater,34.690376,-89.975517,2024/02/18 17:37:20+00,2024/02/18 18:56:30+00,2024/02/18 20:14:40+00,13242
-90.643752,33.448896,MS,Indianola,33.448896,-90.643752,2024/02/18 17:34:20+00,2024/02/18 18:53:50+00,2024/02/18 20:12:30+00,13243
-90.622234,32.107254,MS,Utica,32.107254,-90.622234,2024/02/18 17:32:10+00,2024/02/18 18:52:00+00,2024/02/18 20:11:00+00,13244
-88.445435,33.627598,MS,Columbus,33.627598,-88.445435,2024/02/18 17:38:30+00,2024/02/18 18:57:40+00,2024/02/18 20:15:40+00,13245
