X,Y,STATE,NAME,LAT,LON,Start_Time,Full_Time,End_Time,ObjectId
-87.221375,41.403672,IN,Lakes of the Four Seasons,41.403672,-87.221375,2024/02/18 17:51:40+00,2024/02/18 19:07:50+00,2024/02/18 20:22:20+00,7850
-87.252878,41.576735,IN,Lake Station,41.576735,-87.252878,2024/02/18 17:51:50+00,2024/02/18 19:08:00+00,2024/02/18 20:22:20+00,7851
-85.839996,40.981213,IN,Laketon,40.981213,-85.839996,2024/02/18 17:52:50+00,2024/02/18 19:09:30+00,2024/02/18 20:24:00+00,7852
-87.439024,41.13083,IN,Lake Village,41.13083,-87.439024,2024/02/18 17:50:50+00,2024/02/18 19:07:20+00,2024/02/18 20:22:00+00,7853
-86.275381,41.528472,IN,Lakeville,41.528472,-86.275381,2024/02/18 17:53:00+00,2024/02/18 19:09:20+00,2024/02/18 20:23:40+00,7854
-85.197442,38.692716,IN,Lamb,38.692716,-85.197442,2024/02/18 17:50:50+00,2024/02/18 19:08:30+00,2024/02/18 20:23:50+00,7855
-85.982101,38.239405,IN,Lanesville,38.239405,-85.982101,2024/02/18 17:49:00+00,2024/02/18 19:06:50+00,2024/02/18 20:22:40+00,7856
-85.198985,41.291032,IN,Laotto,41.291032,-85.198985,2024/02/18 17:54:20+00,2024/02/18 19:10:40+00,2024/02/18 20:24:50+00,7857
-86.308131,41.456159,IN,La Paz,41.456159,-86.308131,2024/02/18 17:53:00+00,2024/02/18 19:09:10+00,2024/02/18 20:23:30+00,7858
-86.713679,41.606072,IN,La Porte,41.606072,-86.713679,2024/02/18 17:52:30+00,2024/02/18 19:08:40+00,2024/02/18 20:23:00+00,7859
-85.623856,41.179332,IN,Larwill,41.179332,-85.623856,2024/02/18 17:53:30+00,2024/02/18 19:10:00+00,2024/02/18 20:24:20+00,7860
-85.450054,41.048284,IN,Laud,41.048284,-85.450054,2024/02/18 17:53:40+00,2024/02/18 19:10:10+00,2024/02/18 20:24:30+00,7861
-84.87577,39.107385,IN,Lawrenceburg,39.107385,-84.87577,2024/02/18 17:51:50+00,2024/02/18 19:09:20+00,2024/02/18 20:24:20+00,7862
-86.350105,38.200084,IN,Leavenworth,38.200084,-86.350105,2024/02/18 17:48:20+00,2024/02/18 19:06:20+00,2024/02/18 20:22:10+00,7863
-85.848989,41.330692,IN,Leesburg,41.330692,-85.848989,2024/02/18 17:53:20+00,2024/02/18 19:09:50+00,2024/02/18 20:24:00+00,7864
-86.379886,41.117585,IN,Leiters Ford,41.117585,-86.379886,2024/02/18 17:52:20+00,2024/02/18 19:08:50+00,2024/02/18 20:23:20+00,7865
-85.021856,41.220642,IN,Leo-Cedarville,41.220642,-85.021856,2024/02/18 17:54:20+00,2024/02/18 19:10:50+00,2024/02/18 20:25:00+00,7866
-86.582829,38.103669,IN,Leopold,38.103669,-86.582829,2024/02/18 17:47:50+00,2024/02/18 19:05:50+00,2024/02/18 20:21:50+00,7867
-85.738283,41.042064,IN,Liberty Mills,41.042064,-85.738283,2024/02/18 17:53:10+00,2024/02/18 19:09:40+00,2024/02/18 20:24:10+00,7868
-85.595922,41.461938,IN,Ligonier,41.461938,-85.595922,2024/02/18 17:54:00+00,2024/02/18 19:10:10+00,2024/02/18 20:24:30+00,7869
-86.210292,40.616431,IN,Lincoln,40.616431,-86.210292,2024/02/18 17:52:00+00,2024/02/18 19:08:40+00,2024/02/18 20:23:30+00,7870
-86.902291,40.189009,IN,Linden,40.189009,-86.902291,2024/02/18 17:50:20+00,2024/02/18 19:07:20+00,2024/02/18 20:22:20+00,7871
-86.354722,40.748067,IN,Logansport,40.748067,-86.354722,2024/02/18 17:51:50+00,2024/02/18 19:08:30+00,2024/02/18 20:23:20+00,7872
-86.848519,41.743122,IN,Long Beach,41.743122,-86.848519,2024/02/18 17:52:30+00,2024/02/18 19:08:40+00,2024/02/18 20:23:00+00,7873
-89.785127,41.630755,IL,Tampico,41.630755,-89.785127,2024/02/18 17:48:30+00,2024/02/18 19:04:20+00,2024/02/18 20:19:00+00,7874
-87.730374,40.775105,IL,Watseka,40.775105,-87.730374,2024/02/18 17:50:00+00,2024/02/18 19:06:30+00,2024/02/18 20:21:30+00,7875
-90.670504,41.389188,IL,Taylor Ridge,41.389188,-90.670504,2024/02/18 17:47:00+00,2024/02/18 19:03:00+00,2024/02/18 20:17:50+00,7876
-88.135272,42.277005,IL,Wauconda,42.277005,-88.135272,2024/02/18 17:51:40+00,2024/02/18 19:07:20+00,2024/02/18 20:21:30+00,7877
-89.494971,39.131886,IL,Taylor Springs,39.131886,-89.494971,2024/02/18 17:45:00+00,2024/02/18 19:02:30+00,2024/02/18 20:18:30+00,7878
-87.870898,42.369447,IL,Waukegan,42.369447,-87.870898,2024/02/18 17:52:10+00,2024/02/18 19:07:50+00,2024/02/18 20:21:50+00,7879
-89.308259,39.562729,IL,Taylorville,39.562729,-89.308259,2024/02/18 17:46:00+00,2024/02/18 19:03:10+00,2024/02/18 20:19:00+00,7880
-89.95276,39.59257,IL,Waverly,39.59257,-89.95276,2024/02/18 17:45:00+00,2024/02/18 19:02:10+00,2024/02/18 20:18:10+00,7881
-90.836231,40.411428,IL,Tennessee,40.411428,-90.836231,2024/02/18 17:45:10+00,2024/02/18 19:01:40+00,2024/02/18 20:17:10+00,7882
-85.703116,41.199266,IN,Pierceton,41.199266,-85.703116,2024/02/18 17:53:20+00,2024/02/18 19:09:50+00,2024/02/18 20:24:10+00,7883
-88.253231,41.947255,IL,Wayne,41.947255,-88.253231,2024/02/18 17:51:00+00,2024/02/18 19:06:50+00,2024/02/18 20:21:10+00,7884
-88.113651,40.673121,IL,Thawville,40.673121,-88.113651,2024/02/18 17:49:20+00,2024/02/18 19:06:00+00,2024/02/18 20:21:00+00,7885
-87.253451,40.449499,IN,Pine Village,40.449499,-87.253451,2024/02/18 17:50:10+00,2024/02/18 19:07:00+00,2024/02/18 20:22:00+00,7886
-89.124478,40.241253,IL,Waynesville,40.241253,-89.124478,2024/02/18 17:47:10+00,2024/02/18 19:04:00+00,2024/02/18 20:19:30+00,7887
-89.758042,39.540378,IL,Thayer,39.540378,-89.758042,2024/02/18 17:45:20+00,2024/02/18 19:02:30+00,2024/02/18 20:18:20+00,7888
-86.702858,40.596021,IN,Pittsburg,40.596021,-86.702858,2024/02/18 17:51:10+00,2024/02/18 19:08:00+00,2024/02/18 20:22:50+00,7889
-88.774891,41.438306,IL,Wedron,41.438306,-88.774891,2024/02/18 17:49:30+00,2024/02/18 19:05:40+00,2024/02/18 20:20:20+00,7890
-90.324986,42.39373,IL,The Galena Territory,42.39373,-90.324986,2024/02/18 17:49:00+00,2024/02/18 19:04:20+00,2024/02/18 20:18:30+00,7891
-85.01245,41.574334,IN,Pleasant Lake,41.574334,-85.01245,2024/02/18 17:55:00+00,2024/02/18 19:11:10+00,2024/02/18 20:25:10+00,7892
-88.749742,40.12163,IL,Weldon,40.12163,-88.749742,2024/02/18 17:47:30+00,2024/02/18 19:04:30+00,2024/02/18 20:20:00+00,7893
-88.009092,42.369763,IL,Third Lake,42.369763,-88.009092,2024/02/18 17:52:00+00,2024/02/18 19:07:40+00,2024/02/18 20:21:40+00,7894
-86.319336,41.34877,IN,Plymouth,41.34877,-86.319336,2024/02/18 17:52:40+00,2024/02/18 19:09:00+00,2024/02/18 20:23:30+00,7895
-87.679896,40.541093,IL,Wellington,40.541093,-87.679896,2024/02/18 17:49:40+00,2024/02/18 19:06:30+00,2024/02/18 20:21:30+00,7896
-88.187664,40.243895,IL,Thomasboro,40.243895,-88.187664,2024/02/18 17:48:30+00,2024/02/18 19:05:30+00,2024/02/18 20:20:50+00,7897
-87.178939,41.591612,IN,Portage,41.591612,-87.178939,2024/02/18 17:52:00+00,2024/02/18 19:08:10+00,2024/02/18 20:22:30+00,7898
-89.052258,41.048655,IL,Wenona,41.048655,-89.052258,2024/02/18 17:48:40+00,2024/02/18 19:05:00+00,2024/02/18 20:19:50+00,7899
-90.112224,41.974701,IL,Thomson,41.974701,-90.112224,2024/02/18 17:48:40+00,2024/02/18 19:04:20+00,2024/02/18 20:18:40+00,7900
-87.082744,41.627544,IN,Porter,41.627544,-87.082744,2024/02/18 17:52:10+00,2024/02/18 19:08:20+00,2024/02/18 20:22:40+00,7901
-89.28798,39.319997,IL,Wenonah,39.319997,-89.28798,2024/02/18 17:45:40+00,2024/02/18 19:03:00+00,2024/02/18 20:19:00+00,7902
-87.6193,41.574149,IL,Thornton,41.574149,-87.6193,2024/02/18 17:51:20+00,2024/02/18 19:07:30+00,2024/02/18 20:22:00+00,7903
-86.867138,41.72329,IN,Pottawattamie Park,41.72329,-86.867138,2024/02/18 17:52:30+00,2024/02/18 19:08:40+00,2024/02/18 20:23:00+00,7904
-89.147491,41.693462,IL,West Brooklyn,41.693462,-89.147491,2024/02/18 17:49:20+00,2024/02/18 19:05:20+00,2024/02/18 20:20:00+00,7905
-87.642148,40.094978,IL,Tilton,40.094978,-87.642148,2024/02/18 17:49:10+00,2024/02/18 19:06:10+00,2024/02/18 20:21:20+00,7906
-86.652117,40.98001,IN,Pulaski,40.98001,-86.652117,2024/02/18 17:51:50+00,2024/02/18 19:08:20+00,2024/02/18 20:23:00+00,7907
-87.890619,41.849196,IL,Westchester,41.849196,-87.890619,2024/02/18 17:51:20+00,2024/02/18 19:07:20+00,2024/02/18 20:21:40+00,7908
-88.866109,42.335726,IL,Timberlane,42.335726,-88.866109,2024/02/18 17:50:50+00,2024/02/18 19:06:20+00,2024/02/18 20:20:30+00,7909
-87.315735,40.414048,IN,Rainsville,40.414048,-87.315735,2024/02/18 17:50:00+00,2024/02/18 19:06:50+00,2024/02/18 20:22:00+00,7910
-88.221121,41.894469,IL,West Chicago,41.894469,-88.221121,2024/02/18 17:51:00+00,2024/02/18 19:06:50+00,2024/02/18 20:21:10+00,7911
-87.804217,41.568579,IL,Tinley Park,41.568579,-87.804217,2024/02/18 17:51:00+00,2024/02/18 19:07:10+00,2024/02/18 20:21:40+00,7912
-86.155688,38.321668,IN,Ramsey,38.321668,-86.155688,2024/02/18 17:48:50+00,2024/02/18 19:06:40+00,2024/02/18 20:22:30+00,7913
-88.343677,42.110583,IL,West Dundee,42.110583,-88.343677,2024/02/18 17:51:10+00,2024/02/18 19:06:50+00,2024/02/18 20:21:10+00,7914
-89.506591,41.292414,IL,Tiskilwa,41.292414,-89.506591,2024/02/18 17:48:20+00,2024/02/18 19:04:30+00,2024/02/18 20:19:20+00,7915
-87.489774,40.729287,IN,Raub,40.729287,-87.489774,2024/02/18 17:50:10+00,2024/02/18 19:06:50+00,2024/02/18 20:21:50+00,7916
