STATE,NAME,LAT,LON,Start_Partial,Start_Total,End_Total,End_Partial,Midpoint_Totality,ObjectId,TestTime,Total_Duration
IN,West Harrison,39.257846,-84.822336,2024/02/18 17:52:10+00,2024-02-18 19:08:35+00:00,2024-02-18 19:10:22+00:00,2024/02/18 20:24:30+00,2024/02/18 19:09:28+00,1678,12:52:10,01:47
IN,West Middleton,40.441175,-86.214945,2024/02/18 17:51:40+00,2024-02-18 19:08:20+00:00,2024-02-18 19:09:00+00:00,2024/02/18 20:23:20+00,2024/02/18 19:08:40+00,1679,12:51:40,00:40
IN,Westphalia,38.863317,-87.221851,2024/02/18 17:48:00+00,2024-02-18 19:03:31+00:00,2024-02-18 19:07:37+00:00,2024/02/18 20:21:20+00,2024/02/18 19:05:34+00,1680,12:48:00,04:06
IN,Westport,39.176306,-85.575029,2024/02/18 17:50:50+00,2024-02-18 19:06:41+00:00,2024-02-18 19:09:59+00:00,2024/02/18 20:23:40+00,2024/02/18 19:08:20+00,1681,12:50:50,03:18
IN,West Terre Haute,39.463763,-87.4506,2024/02/18 17:48:30+00,2024-02-18 19:04:21+00:00,2024-02-18 19:07:16+00:00,2024/02/18 20:21:30+00,2024/02/18 19:05:48+00,1682,12:48:30,02:55
IN,Westwood,39.917971,-85.41629,2024/02/18 17:52:10+00,2024-02-18 19:07:12+00:00,2024-02-18 19:11:12+00:00,2024/02/18 20:24:10+00,2024/02/18 19:09:12+00,1683,12:52:10,04:00
IN,Wheatland,38.663223,-87.306253,2024/02/18 17:47:30+00,2024-02-18 19:03:12+00:00,2024-02-18 19:07:15+00:00,2024/02/18 20:21:10+00,2024/02/18 19:05:14+00,1684,12:47:30,04:03
IN,Whiteland,39.555138,-86.074352,2024/02/18 17:50:40+00,2024-02-18 19:05:54+00:00,2024-02-18 19:09:56+00:00,2024/02/18 20:23:10+00,2024/02/18 19:07:55+00,1685,12:50:40,04:02
IN,Whitestown,39.971672,-86.371739,2024/02/18 17:50:50+00,2024-02-18 19:06:17+00:00,2024-02-18 19:09:26+00:00,2024/02/18 20:23:00+00,2024/02/18 19:07:52+00,1686,12:50:50,03:09
IN,Whitewater,39.944804,-84.831098,2024/02/18 17:53:00+00,2024-02-18 19:08:05+00:00,2024-02-18 19:12:01+00:00,2024/02/18 20:24:50+00,2024/02/18 19:10:03+00,1687,12:53:00,03:56
IN,Wilkinson,39.885506,-85.608122,2024/02/18 17:51:50+00,2024-02-18 19:06:54+00:00,2024-02-18 19:10:52+00:00,2024/02/18 20:23:50+00,2024/02/18 19:08:53+00,1688,12:51:50,03:58
IN,Williams,38.813343,-86.651316,2024/02/18 17:48:50+00,2024-02-18 19:04:26+00:00,2024-02-18 19:08:16+00:00,2024/02/18 20:22:10+00,2024/02/18 19:06:21+00,1689,12:48:50,03:50
IN,Williamsburg,39.95106,-84.997196,2024/02/18 17:52:50+00,2024-02-18 19:07:50+00:00,2024-02-18 19:11:50+00:00,2024/02/18 20:24:40+00,2024/02/18 19:09:50+00,1690,12:52:50,04:00
IN,Williams Creek,39.900153,-86.150243,2024/02/18 17:51:00+00,2024-02-18 19:06:19+00:00,2024-02-18 19:09:53+00:00,2024/02/18 20:23:10+00,2024/02/18 19:08:06+00,1691,12:51:00,03:34
IN,Willow Branch,39.876827,-85.684882,2024/02/18 17:51:40+00,2024-02-18 19:06:47+00:00,2024-02-18 19:10:44+00:00,2024/02/18 20:23:50+00,2024/02/18 19:08:46+00,1692,12:51:40,03:57
IN,Winchester,40.172099,-84.977051,2024/02/18 17:53:10+00,2024-02-18 19:08:04+00:00,2024-02-18 19:12:02+00:00,2024/02/18 20:24:50+00,2024/02/18 19:10:03+00,1693,12:53:10,03:58
IN,Windfall City,40.361821,-85.958321,2024/02/18 17:51:50+00,2024-02-18 19:07:34+00:00,2024-02-18 19:10:02+00:00,2024/02/18 20:23:40+00,2024/02/18 19:08:48+00,1694,12:51:50,02:28
IN,Windsor,40.155988,-85.214592,2024/02/18 17:52:40+00,2024-02-18 19:07:44+00:00,2024-02-18 19:11:38+00:00,2024/02/18 20:24:30+00,2024/02/18 19:09:41+00,1695,12:52:40,03:54
IN,Winslow,38.382675,-87.212153,2024/02/18 17:47:20+00,2024-02-18 19:03:16+00:00,2024-02-18 19:06:54+00:00,2024/02/18 20:21:10+00,2024/02/18 19:05:05+00,1696,12:47:20,03:38
IN,Woodburn,41.128673,-84.850221,2024/02/18 17:54:30+00,2024-02-18 19:10:48+00:00,2024-02-18 19:10:56+00:00,2024/02/18 20:25:10+00,2024/02/18 19:10:52+00,1697,12:54:30,00:08
IN,Woodlawn Heights,40.118512,-85.696857,2024/02/18 17:51:50+00,2024-02-18 19:07:09+00:00,2024-02-18 19:10:45+00:00,2024/02/18 20:23:50+00,2024/02/18 19:08:57+00,1698,12:51:50,03:36
IN,Worthington,39.118379,-86.979796,2024/02/18 17:48:40+00,2024-02-18 19:04:09+00:00,2024-02-18 19:08:11+00:00,2024/02/18 20:21:50+00,2024/02/18 19:06:10+00,1699,12:48:40,04:02
IN,Wynnedale,39.832484,-86.200237,2024/02/18 17:50:50+00,2024-02-18 19:06:09+00:00,2024-02-18 19:09:47+00:00,2024/02/18 20:23:10+00,2024/02/18 19:07:58+00,1700,12:50:50,03:38
MO,Campbell,36.493043,-90.076073,2024/02/18 17:40:00+00,2024-02-18 18:56:56+00:00,2024-02-18 19:00:18+00:00,2024/02/18 20:16:10+00,2024/02/18 18:58:37+00,1701,12:40:00,03:22
IN,Yorktown,40.181891,-85.508155,2024/02/18 17:52:20+00,2024-02-18 19:07:27+00:00,2024-02-18 19:11:06+00:00,2024/02/18 20:24:10+00,2024/02/18 19:09:16+00,1702,12:52:20,03:39
MO,Canalou,36.754019,-89.686506,2024/02/18 17:41:00+00,2024-02-18 18:57:50+00:00,2024-02-18 19:01:14+00:00,2024/02/18 20:16:50+00,2024/02/18 18:59:32+00,1703,12:41:00,03:24
MO,Cape Girardeau,37.309389,-89.558359,2024/02/18 17:42:10+00,2024-02-18 18:58:17+00:00,2024-02-18 19:02:25+00:00,2024/02/18 20:17:20+00,2024/02/18 19:00:21+00,1704,12:42:10,04:08
MO,Cardwell,36.04748,-90.290905,2024/02/18 17:39:00+00,2024-02-18 18:56:38+00:00,2024-02-18 18:58:44+00:00,2024/02/18 20:15:30+00,2024/02/18 18:57:41+00,1705,12:39:00,02:06
IN,Zanesville,40.915406,-85.279884,2024/02/18 17:53:40+00,2024-02-18 19:10:00+00:00,2024-02-18 19:10:40+00:00,2024/02/18 20:24:40+00,2024/02/18 19:10:20+00,1706,12:53:40,00:40
MO,Catron,36.61104,-89.706033,2024/02/18 17:40:50+00,2024-02-18 18:57:51+00:00,2024-02-18 19:00:47+00:00,2024/02/18 20:16:40+00,2024/02/18 18:59:19+00,1707,12:40:50,02:56
IN,Zionsville,39.99153,-86.32175,2024/02/18 17:50:50+00,2024-02-18 19:06:21+00:00,2024-02-18 19:09:31+00:00,2024/02/18 20:23:00+00,2024/02/18 19:07:56+00,1708,12:50:50,03:10
MO,Centerville,37.436682,-90.95968,2024/02/18 17:40:10+00,2024-02-18 18:57:03+00:00,2024-02-18 18:59:38+00:00,2024/02/18 20:15:30+00,2024/02/18 18:58:20+00,1709,12:40:10,02:35
KY,Anthoston,37.755117,-87.528404,2024/02/18 17:46:00+00,2024-02-18 19:03:01+00:00,2024-02-18 19:04:53+00:00,2024/02/18 20:20:20+00,2024/02/18 19:03:57+00,1710,12:46:00,01:52
MO,Chaffee,37.181218,-89.661242,2024/02/18 17:41:50+00,2024-02-18 18:57:59+00:00,2024-02-18 19:02:05+00:00,2024/02/18 20:17:10+00,2024/02/18 19:00:02+00,1711,12:41:50,04:06
KY,Arlington,36.789805,-89.013153,2024/02/18 17:42:10+00,2024-02-18 18:59:59+00:00,2024-02-18 19:01:02+00:00,2024/02/18 20:17:50+00,2024/02/18 19:00:30+00,1712,12:42:10,01:03
MO,Charleston,36.916934,-89.333912,2024/02/18 17:41:50+00,2024-02-18 18:58:41+00:00,2024-02-18 19:01:51+00:00,2024/02/18 20:17:30+00,2024/02/18 19:00:16+00,1713,12:41:50,03:10
KY,Bandana,37.144901,-88.942121,2024/02/18 17:42:50+00,2024-02-18 18:59:35+00:00,2024-02-18 19:02:41+00:00,2024/02/18 20:18:10+00,2024/02/18 19:01:08+00,1714,12:42:50,03:06
MO,Cherokee Pass,37.48753,-90.294951,2024/02/18 17:41:20+00,2024-02-18 18:57:33+00:00,2024-02-18 19:01:15+00:00,2024/02/18 20:16:30+00,2024/02/18 18:59:24+00,1715,12:41:20,03:42
KY,Bardwell,36.875352,-89.008943,2024/02/18 17:42:20+00,2024-02-18 18:59:37+00:00,2024-02-18 19:01:44+00:00,2024/02/18 20:17:50+00,2024/02/18 19:00:40+00,1716,12:42:20,02:07
MO,Clarkton,36.452045,-89.968088,2024/02/18 17:40:10+00,2024-02-18 18:57:14+00:00,2024-02-18 19:00:12+00:00,2024/02/18 20:16:10+00,2024/02/18 18:58:43+00,1717,12:40:10,02:58
KY,Barlow,37.05079,-89.044991,2024/02/18 17:42:30+00,2024-02-18 18:59:21+00:00,2024-02-18 19:02:22+00:00,2024/02/18 20:17:50+00,2024/02/18 19:00:52+00,1718,12:42:30,03:01
MO,Cobalt,37.545119,-90.286929,2024/02/18 17:41:20+00,2024-02-18 18:57:41+00:00,2024-02-18 19:01:17+00:00,2024/02/18 20:16:30+00,2024/02/18 18:59:29+00,1719,12:41:20,03:36
KY,Blandville,36.945955,-88.963573,2024/02/18 17:42:30+00,2024-02-18 18:59:41+00:00,2024-02-18 19:02:01+00:00,2024/02/18 20:18:00+00,2024/02/18 19:00:51+00,1720,12:42:30,02:20
MO,Commerce,37.160012,-89.446952,2024/02/18 17:42:00+00,2024-02-18 18:58:22+00:00,2024-02-18 19:02:18+00:00,2024/02/18 20:17:30+00,2024/02/18 19:00:20+00,1721,12:42:00,03:56
KY,Breckinridge Center,37.6833,-87.865417,2024/02/18 17:45:20+00,2024-02-18 19:02:03+00:00,2024-02-18 19:04:41+00:00,2024/02/18 20:19:50+00,2024/02/18 19:03:22+00,1722,12:45:20,02:38
MO,Deering,36.191637,-89.884209,2024/02/18 17:39:50+00,2024-02-18 18:58:08+00:00,2024-02-18 18:58:35+00:00,2024/02/18 20:16:10+00,2024/02/18 18:58:22+00,1723,12:39:50,00:27
KY,Burna,37.244806,-88.35788,2024/02/18 17:43:50+00,2024-02-18 19:01:15+00:00,2024-02-18 19:03:00+00:00,2024/02/18 20:19:00+00,2024/02/18 19:02:08+00,1724,12:43:50,01:45
MO,Delta,37.197458,-89.73916,2024/02/18 17:41:40+00,2024-02-18 18:57:52+00:00,2024-02-18 19:02:00+00:00,2024/02/18 20:17:00+00,2024/02/18 18:59:56+00,1725,12:41:40,04:08
MO,Des Arc,37.283155,-90.636068,2024/02/18 17:40:30+00,2024-02-18 18:56:48+00:00,2024-02-18 19:00:28+00:00,2024/02/18 20:15:50+00,2024/02/18 18:58:38+00,1726,12:40:30,03:40
MO,Desloge,37.875128,-90.519133,2024/02/18 17:41:30+00,2024-02-18 18:58:48+00:00,2024-02-18 19:00:01+00:00,2024/02/18 20:16:30+00,2024/02/18 18:59:24+00,1727,12:41:30,01:13
MO,Dexter,36.792821,-89.962969,2024/02/18 17:40:40+00,2024-02-18 18:57:10+00:00,2024-02-18 19:01:03+00:00,2024/02/18 20:16:30+00,2024/02/18 18:59:06+00,1728,12:40:40,03:53
MO,Diehlstadt,36.959302,-89.432344,2024/02/18 17:41:50+00,2024-02-18 18:58:25+00:00,2024-02-18 19:01:56+00:00,2024/02/18 20:17:20+00,2024/02/18 19:00:10+00,1729,12:41:50,03:31
MO,Doe Run,37.745524,-90.49992,2024/02/18 17:41:20+00,2024-02-18 18:58:09+00:00,2024-02-18 19:00:40+00:00,2024/02/18 20:16:20+00,2024/02/18 18:59:24+00,1730,12:41:20,02:31
MO,Doniphan,36.623355,-90.82186,2024/02/18 17:39:10+00,2024-02-18 18:55:28+00:00,2024-02-18 18:59:42+00:00,2024/02/18 20:15:10+00,2024/02/18 18:57:35+00,1731,12:39:10,04:14
MO,Dudley,36.789745,-90.091603,2024/02/18 17:40:30+00,2024-02-18 18:56:54+00:00,2024-02-18 19:00:55+00:00,2024/02/18 20:16:20+00,2024/02/18 18:58:54+00,1732,12:40:30,04:01
MO,Dutchtown,37.259804,-89.64651,2024/02/18 17:41:50+00,2024-02-18 18:58:05+00:00,2024-02-18 19:02:13+00:00,2024/02/18 20:17:10+00,2024/02/18 19:00:09+00,1733,12:41:50,04:08
MO,East Prairie,36.778916,-89.384081,2024/02/18 17:41:30+00,2024-02-18 18:58:37+00:00,2024-02-18 19:01:24+00:00,2024/02/18 20:17:20+00,2024/02/18 19:00:00+00,1734,12:41:30,02:47
MO,Ellington,37.236868,-90.973744,2024/02/18 17:39:50+00,2024-02-18 18:56:26+00:00,2024-02-18 18:59:42+00:00,2024/02/18 20:15:20+00,2024/02/18 18:58:04+00,1735,12:39:50,03:16
MO,Ellsinore,36.932839,-90.747672,2024/02/18 17:39:40+00,2024-02-18 18:56:00+00:00,2024-02-18 19:00:06+00:00,2024/02/18 20:15:30+00,2024/02/18 18:58:03+00,1736,12:39:40,04:06
MO,Eminence,37.150891,-91.358713,2024/02/18 17:39:10+00,2024-02-18 18:56:02+00:00,2024-02-18 18:58:45+00:00,2024/02/18 20:14:50+00,2024/02/18 18:57:24+00,1737,12:39:10,02:43
MO,Essex,36.811804,-89.862628,2024/02/18 17:40:50+00,2024-02-18 18:57:24+00:00,2024-02-18 19:01:12+00:00,2024/02/18 20:16:40+00,2024/02/18 18:59:18+00,1738,12:40:50,03:48
MO,Fairdealing,36.663114,-90.604491,2024/02/18 17:39:30+00,2024-02-18 18:55:53+00:00,2024-02-18 19:00:03+00:00,2024/02/18 20:15:30+00,2024/02/18 18:57:58+00,1739,12:39:30,04:10
MO,Farmington,37.782494,-90.427303,2024/02/18 17:41:30+00,2024-02-18 18:58:17+00:00,2024-02-18 19:00:50+00:00,2024/02/18 20:16:30+00,2024/02/18 18:59:34+00,1740,12:41:30,02:33
MO,Fisk,36.782276,-90.207514,2024/02/18 17:40:20+00,2024-02-18 18:56:40+00:00,2024-02-18 19:00:45+00:00,2024/02/18 20:16:10+00,2024/02/18 18:58:42+00,1741,12:40:20,04:05
MO,Frankclay,37.862962,-90.614429,2024/02/18 17:41:30+00,2024-02-18 18:58:56+00:00,2024-02-18 18:59:22+00:00,2024/02/18 20:16:20+00,2024/02/18 18:59:09+00,1742,12:41:30,00:26
MO,Fredericktown,37.562953,-90.303512,2024/02/18 17:41:20+00,2024-02-18 18:57:42+00:00,2024-02-18 19:01:14+00:00,2024/02/18 20:16:30+00,2024/02/18 18:59:28+00,1743,12:41:20,03:32
MO,Fremont,36.95226,-91.162309,2024/02/18 17:39:10+00,2024-02-18 18:55:35+00:00,2024-02-18 18:59:15+00:00,2024/02/18 20:14:50+00,2024/02/18 18:57:25+00,1744,12:39:10,03:40
MO,Frisbee,36.351572,-90.029835,2024/02/18 17:40:00+00,2024-02-18 18:57:06+00:00,2024-02-18 18:59:53+00:00,2024/02/18 20:16:00+00,2024/02/18 18:58:30+00,1745,12:40:00,02:47
MO,Frohna,37.637557,-89.619791,2024/02/18 17:42:30+00,2024-02-18 18:58:35+00:00,2024-02-18 19:02:39+00:00,2024/02/18 20:17:30+00,2024/02/18 19:00:37+00,1746,12:42:30,04:04
MO,Gainesville,36.60628,-92.424632,2024/02/18 17:36:40+00,2024-02-18 18:54:15+00:00,2024-02-18 18:55:45+00:00,2024/02/18 20:12:50+00,2024/02/18 18:55:00+00,1747,12:36:40,01:30
MO,Gideon,36.444405,-89.906009,2024/02/18 17:40:20+00,2024-02-18 18:57:24+00:00,2024-02-18 19:00:12+00:00,2024/02/18 20:16:20+00,2024/02/18 18:58:48+00,1748,12:40:20,02:48
MO,Glen Allen,37.317064,-90.028118,2024/02/18 17:41:30+00,2024-02-18 18:57:34+00:00,2024-02-18 19:01:42+00:00,2024/02/18 20:16:50+00,2024/02/18 18:59:38+00,1749,12:41:30,04:08
MO,Goose Creek Lake,37.980251,-90.331743,2024/02/18 17:42:00+00,2024-02-18 18:59:06+00:00,2024-02-18 19:00:38+00:00,2024/02/18 20:16:50+00,2024/02/18 18:59:52+00,1750,12:42:00,01:32
MO,Gordonville,37.308574,-89.67391,2024/02/18 17:41:50+00,2024-02-18 18:58:05+00:00,2024-02-18 19:02:15+00:00,2024/02/18 20:17:10+00,2024/02/18 19:00:10+00,1751,12:41:50,04:10
MO,Grandin,36.830862,-90.82132,2024/02/18 17:39:30+00,2024-02-18 18:55:45+00:00,2024-02-18 18:59:54+00:00,2024/02/18 20:15:20+00,2024/02/18 18:57:50+00,1752,12:39:30,04:09
MO,Grayhawk,37.926897,-90.241985,2024/02/18 17:42:00+00,2024-02-18 18:58:48+00:00,2024-02-18 19:01:13+00:00,2024/02/18 20:16:50+00,2024/02/18 19:00:00+00,1753,12:42:00,02:25
MO,Grayridge,36.824711,-89.781927,2024/02/18 17:41:00+00,2024-02-18 18:57:35+00:00,2024-02-18 19:01:19+00:00,2024/02/18 20:16:40+00,2024/02/18 18:59:27+00,1754,12:41:00,03:44
MO,Greenville,37.127933,-90.447878,2024/02/18 17:40:30+00,2024-02-18 18:56:43+00:00,2024-02-18 19:00:48+00:00,2024/02/18 20:16:00+00,2024/02/18 18:58:46+00,1755,12:40:30,04:05
MO,Harviell,36.656408,-90.478938,2024/02/18 17:39:40+00,2024-02-18 18:56:05+00:00,2024-02-18 19:00:12+00:00,2024/02/18 20:15:40+00,2024/02/18 18:58:08+00,1756,12:39:40,04:07
MO,Hayward,36.395974,-89.666796,2024/02/18 17:40:30+00,2024-02-18 18:58:22+00:00,2024-02-18 18:59:46+00:00,2024/02/18 20:16:30+00,2024/02/18 18:59:04+00,1757,12:40:30,01:24
MO,Haywood City,37.011679,-89.600283,2024/02/18 17:41:40+00,2024-02-18 18:58:00+00:00,2024-02-18 19:01:51+00:00,2024/02/18 20:17:10+00,2024/02/18 18:59:56+00,1758,12:41:40,03:51
MO,Holcomb,36.401341,-90.024838,2024/02/18 17:40:00+00,2024-02-18 18:57:06+00:00,2024-02-18 19:00:01+00:00,2024/02/18 20:16:10+00,2024/02/18 18:58:34+00,1759,12:40:00,02:55
MO,Hollywood,36.051483,-90.186036,2024/02/18 17:39:10+00,2024-02-18 18:57:08+00:00,2024-02-18 18:58:30+00:00,2024/02/18 20:15:40+00,2024/02/18 18:57:49+00,1760,12:39:10,01:22
MO,Homestown,36.331823,-89.824233,2024/02/18 17:40:10+00,2024-02-18 18:57:49+00:00,2024-02-18 18:59:42+00:00,2024/02/18 20:16:20+00,2024/02/18 18:58:46+00,1761,12:40:10,01:53
MO,Hornersville,36.040224,-90.116377,2024/02/18 17:39:20+00,2024-02-18 18:57:36+00:00,2024-02-18 18:58:01+00:00,2024/02/18 20:15:40+00,2024/02/18 18:57:48+00,1762,12:39:20,00:25
MO,Howardville,36.56845,-89.597123,2024/02/18 17:41:00+00,2024-02-18 18:58:11+00:00,2024-02-18 19:00:39+00:00,2024/02/18 20:16:50+00,2024/02/18 18:59:25+00,1763,12:41:00,02:28
MO,Hunter,36.881939,-90.847862,2024/02/18 17:39:30+00,2024-02-18 18:55:48+00:00,2024-02-18 18:59:53+00:00,2024/02/18 20:15:20+00,2024/02/18 18:57:50+00,1764,12:39:30,04:05
MO,Irondale,37.837352,-90.670146,2024/02/18 17:41:20+00,2024-02-18 18:59:01+00:00,2024-02-18 18:59:06+00:00,2024/02/18 20:16:10+00,2024/02/18 18:59:04+00,1765,12:41:20,00:05
MO,Iron Mountain Lake,37.690865,-90.621708,2024/02/18 17:41:00+00,2024-02-18 18:57:57+00:00,2024-02-18 19:00:21+00:00,2024/02/18 20:16:10+00,2024/02/18 18:59:09+00,1766,12:41:00,02:24
MO,Ironton,37.595839,-90.629752,2024/02/18 17:41:00+00,2024-02-18 18:57:37+00:00,2024-02-18 19:00:28+00:00,2024/02/18 20:16:10+00,2024/02/18 18:59:02+00,1767,12:41:00,02:51
MO,Jackson,37.379922,-89.654073,2024/02/18 17:42:00+00,2024-02-18 18:58:12+00:00,2024-02-18 19:02:23+00:00,2024/02/18 20:17:20+00,2024/02/18 19:00:18+00,1768,12:42:00,04:11
MO,Junction City,37.573962,-90.293249,2024/02/18 17:41:30+00,2024-02-18 18:57:44+00:00,2024-02-18 19:01:16+00:00,2024/02/18 20:16:30+00,2024/02/18 18:59:30+00,1769,12:41:30,03:32
MO,Kelso,37.192215,-89.5504,2024/02/18 17:42:00+00,2024-02-18 18:58:12+00:00,2024-02-18 19:02:14+00:00,2024/02/18 20:17:20+00,2024/02/18 19:00:13+00,1770,12:42:00,04:02
MO,Kennett,36.240223,-90.047221,2024/02/18 17:39:40+00,2024-02-18 18:57:11+00:00,2024-02-18 18:59:28+00:00,2024/02/18 20:15:50+00,2024/02/18 18:58:20+00,1771,12:39:40,02:17
MO,Knob Lick,37.678464,-90.36787,2024/02/18 17:41:30+00,2024-02-18 18:57:58+00:00,2024-02-18 19:01:05+00:00,2024/02/18 20:16:30+00,2024/02/18 18:59:32+00,1772,12:41:30,03:07
MO,Koshkonong,36.597444,-91.645953,2024/02/18 17:37:50+00,2024-02-18 18:54:22+00:00,2024-02-18 18:58:06+00:00,2024/02/18 20:14:00+00,2024/02/18 18:56:14+00,1773,12:37:50,03:44
MO,Lambert,37.093757,-89.554791,2024/02/18 17:41:50+00,2024-02-18 18:58:08+00:00,2024-02-18 19:02:04+00:00,2024/02/18 20:17:20+00,2024/02/18 19:00:06+00,1774,12:41:50,03:56
MO,Leadington,37.834306,-90.480686,2024/02/18 17:41:30+00,2024-02-18 18:58:30+00:00,2024-02-18 19:00:34+00:00,2024/02/18 20:16:30+00,2024/02/18 18:59:32+00,1775,12:41:30,02:04
MO,Leadwood,37.861742,-90.589155,2024/02/18 17:41:30+00,2024-02-18 18:58:51+00:00,2024-02-18 18:59:35+00:00,2024/02/18 20:16:20+00,2024/02/18 18:59:13+00,1776,12:41:30,00:44
MO,Lilbourn,36.590763,-89.613064,2024/02/18 17:40:50+00,2024-02-18 18:58:07+00:00,2024-02-18 19:00:45+00:00,2024/02/18 20:16:50+00,2024/02/18 18:59:26+00,1777,12:40:50,02:38
MO,Lithium,37.831844,-89.88325,2024/02/18 17:42:20+00,2024-02-18 18:58:40+00:00,2024-02-18 19:02:10+00:00,2024/02/18 20:17:20+00,2024/02/18 19:00:25+00,1778,12:42:20,03:30
MO,Longtown,37.670308,-89.774141,2024/02/18 17:42:20+00,2024-02-18 18:58:28+00:00,2024-02-18 19:02:22+00:00,2024/02/18 20:17:20+00,2024/02/18 19:00:25+00,1779,12:42:20,03:54
MO,Malden,36.601,-89.997512,2024/02/18 17:40:20+00,2024-02-18 18:57:06+00:00,2024-02-18 19:00:38+00:00,2024/02/18 20:16:20+00,2024/02/18 18:58:52+00,1780,12:40:20,03:32
MO,Marble Hill,37.302477,-89.981792,2024/02/18 17:41:30+00,2024-02-18 18:57:36+00:00,2024-02-18 19:01:47+00:00,2024/02/18 20:16:50+00,2024/02/18 18:59:42+00,1781,12:41:30,04:11
MO,Marquand,37.428786,-90.167432,2024/02/18 17:41:20+00,2024-02-18 18:57:35+00:00,2024-02-18 19:01:29+00:00,2024/02/18 20:16:40+00,2024/02/18 18:59:32+00,1782,12:41:20,03:54
MO,Marston,36.517177,-89.605831,2024/02/18 17:40:40+00,2024-02-18 18:58:13+00:00,2024-02-18 19:00:27+00:00,2024/02/18 20:16:40+00,2024/02/18 18:59:20+00,1783,12:40:40,02:14
MO,Matthews,36.7568,-89.567477,2024/02/18 17:41:10+00,2024-02-18 18:58:08+00:00,2024-02-18 19:01:16+00:00,2024/02/18 20:17:00+00,2024/02/18 18:59:42+00,1784,12:41:10,03:08
MO,Millersville,37.429424,-89.790699,2024/02/18 17:41:50+00,2024-02-18 18:58:03+00:00,2024-02-18 19:02:13+00:00,2024/02/18 20:17:10+00,2024/02/18 19:00:08+00,1785,12:41:50,04:10
MO,Mill Spring,37.065084,-90.677861,2024/02/18 17:40:00+00,2024-02-18 18:56:20+00:00,2024-02-18 19:00:19+00:00,2024/02/18 20:15:40+00,2024/02/18 18:58:20+00,1786,12:40:00,03:59
MO,Mine La Motte,37.614161,-90.296494,2024/02/18 17:41:30+00,2024-02-18 18:57:51+00:00,2024-02-18 19:01:15+00:00,2024/02/18 20:16:30+00,2024/02/18 18:59:33+00,1787,12:41:30,03:24
MO,Miner,36.906857,-89.535886,2024/02/18 17:41:30+00,2024-02-18 18:58:10+00:00,2024-02-18 19:01:44+00:00,2024/02/18 20:17:10+00,2024/02/18 18:59:57+00,1788,12:41:30,03:34
MO,Montier,36.981727,-91.574954,2024/02/18 17:38:40+00,2024-02-18 18:55:26+00:00,2024-02-18 18:58:16+00:00,2024/02/18 20:14:20+00,2024/02/18 18:56:51+00,1789,12:38:40,02:50
MO,Morehouse,36.84637,-89.69095,2024/02/18 17:41:10+00,2024-02-18 18:57:48+00:00,2024-02-18 19:01:27+00:00,2024/02/18 20:16:50+00,2024/02/18 18:59:38+00,1790,12:41:10,03:39
MO,Morley,37.043325,-89.612232,2024/02/18 17:41:30+00,2024-02-18 18:57:59+00:00,2024-02-18 19:01:55+00:00,2024/02/18 20:17:10+00,2024/02/18 18:59:57+00,1791,12:41:30,03:56
MO,Mountain View,36.993726,-91.701862,2024/02/18 17:38:20+00,2024-02-18 18:55:28+00:00,2024-02-18 18:57:51+00:00,2024/02/18 20:14:10+00,2024/02/18 18:56:40+00,1792,12:38:20,02:23
MO,Naylor,36.574469,-90.605575,2024/02/18 17:39:20+00,2024-02-18 18:55:47+00:00,2024-02-18 18:59:54+00:00,2024/02/18 20:15:30+00,2024/02/18 18:57:50+00,1793,12:39:20,04:07
MO,Neelyville,36.556292,-90.513676,2024/02/18 17:39:30+00,2024-02-18 18:55:56+00:00,2024-02-18 18:59:59+00:00,2024/02/18 20:15:30+00,2024/02/18 18:57:58+00,1794,12:39:30,04:03
MO,New Hamburg,37.131975,-89.598308,2024/02/18 17:41:50+00,2024-02-18 18:58:04+00:00,2024-02-18 19:02:05+00:00,2024/02/18 20:17:10+00,2024/02/18 19:00:04+00,1795,12:41:50,04:01
MO,New Madrid,36.586409,-89.551222,2024/02/18 17:41:00+00,2024-02-18 18:58:18+00:00,2024-02-18 19:00:43+00:00,2024/02/18 20:16:50+00,2024/02/18 18:59:30+00,1796,12:41:00,02:25
MO,New Wells,37.553987,-89.624497,2024/02/18 17:42:20+00,2024-02-18 18:58:27+00:00,2024-02-18 19:02:36+00:00,2024/02/18 20:17:30+00,2024/02/18 19:00:32+00,1797,12:42:20,04:09
MO,North Lilbourn,36.601814,-89.621989,2024/02/18 17:40:50+00,2024-02-18 18:58:05+00:00,2024-02-18 19:00:47+00:00,2024/02/18 20:16:50+00,2024/02/18 18:59:26+00,1798,12:40:50,02:42
MO,Oak Ridge,37.498739,-89.729875,2024/02/18 17:42:10+00,2024-02-18 18:58:14+00:00,2024-02-18 19:02:22+00:00,2024/02/18 20:17:20+00,2024/02/18 19:00:18+00,1799,12:42:10,04:08
MO,Old Appleton,37.593907,-89.710705,2024/02/18 17:42:20+00,2024-02-18 18:58:24+00:00,2024-02-18 19:02:28+00:00,2024/02/18 20:17:20+00,2024/02/18 19:00:26+00,1800,12:42:20,04:04
MO,Oran,37.085484,-89.653372,2024/02/18 17:41:30+00,2024-02-18 18:57:55+00:00,2024-02-18 19:01:56+00:00,2024/02/18 20:17:00+00,2024/02/18 18:59:56+00,1801,12:41:30,04:01
