X,Y,STATE,NAME,LAT,LON,Start_Partial,Start_Total,End_Total,End_Partial,Midpoint_Totality,ObjectId,TestTime
-86.196183,38.435541,IN,Fredericksburg,38.435541,-86.196183,2024/02/18 17:48:50+00,2024/02/18 19:06:13+00,2024/02/18 19:06:48+00,2024/02/18 20:22:30+00,2024/02/18 19:06:30+00,302,12:48:50
-87.310217,38.865345,IN,Freelandville,38.865345,-87.310217,2024/02/18 17:47:50+00,2024/02/18 19:03:23+00,2024/02/18 19:07:29+00,2024/02/18 20:21:20+00,2024/02/18 19:05:26+00,303,12:47:50
-86.130113,38.979118,IN,Freetown,38.979118,-86.130113,2024/02/18 17:49:50+00,2024/02/18 19:05:31+00,2024/02/18 19:09:05+00,2024/02/18 20:22:50+00,2024/02/18 19:07:18+00,304,12:49:50
-86.619132,38.545551,IN,French Lick,38.545551,-86.619132,2024/02/18 17:48:20+00,2024/02/18 19:04:36+00,2024/02/18 19:07:44+00,2024/02/18 20:22:00+00,2024/02/18 19:06:10+00,305,12:48:20
-85.594335,40.48865,IN,Gas City,40.48865,-85.594335,2024/02/18 17:52:40+00,2024/02/18 19:08:03+00,2024/02/18 19:10:49+00,2024/02/18 20:24:10+00,2024/02/18 19:09:26+00,306,12:52:40
-85.501005,40.314005,IN,Gaston,40.314005,-85.501005,2024/02/18 17:52:30+00,2024/02/18 19:07:41+00,2024/02/18 19:11:06+00,2024/02/18 20:24:10+00,2024/02/18 19:09:24+00,307,12:52:30
-84.957252,40.596721,IN,Geneva,40.596721,-84.957252,2024/02/18 17:53:40+00,2024/02/18 19:08:43+00,2024/02/18 19:12:06+00,2024/02/18 20:24:50+00,2024/02/18 19:10:24+00,308,12:53:40
-85.71749,39.391154,IN,Geneva,39.391154,-85.71749,2024/02/18 17:51:00+00,2024/02/18 19:06:20+00,2024/02/18 19:10:13+00,2024/02/18 20:23:30+00,2024/02/18 19:08:16+00,309,12:51:00
-87.033965,38.110003,IN,Gentryville,38.110003,-87.033965,2024/02/18 17:47:10+00,2024/02/18 19:03:54+00,2024/02/18 19:06:14+00,2024/02/18 20:21:10+00,2024/02/18 19:05:04+00,310,12:47:10
-85.302437,39.625586,IN,Glenwood,39.625586,-85.302437,2024/02/18 17:51:50+00,2024/02/18 19:07:09+00,2024/02/18 19:11:02+00,2024/02/18 20:24:10+00,2024/02/18 19:09:06+00,311,12:51:50
-87.309967,38.417314,IN,Glezen,38.417314,-87.309967,2024/02/18 17:47:10+00,2024/02/18 19:03:03+00,2024/02/18 19:06:52+00,2024/02/18 20:21:00+00,2024/02/18 19:04:58+00,312,12:47:10
-86.150662,40.29072,IN,Goldsmith,40.29072,-86.150662,2024/02/18 17:51:30+00,2024/02/18 19:07:18+00,2024/02/18 19:09:38+00,2024/02/18 20:23:20+00,2024/02/18 19:08:28+00,313,12:51:30
-86.666456,39.350685,IN,Gosport,39.350685,-86.666456,2024/02/18 17:49:30+00,2024/02/18 19:04:51+00,2024/02/18 19:08:50+00,2024/02/18 20:22:20+00,2024/02/18 19:06:50+00,314,12:49:30
-85.725931,39.152641,IN,Grammer,39.152641,-85.725931,2024/02/18 17:50:40+00,2024/02/18 19:06:21+00,2024/02/18 19:09:48+00,2024/02/18 20:23:20+00,2024/02/18 19:08:04+00,315,12:50:40
-86.983432,37.936029,IN,Grandview,37.936029,-86.983432,2024/02/18 17:47:00+00,2024/02/18 19:04:50+00,2024/02/18 19:05:20+00,2024/02/18 20:21:10+00,2024/02/18 19:05:05+00,316,12:47:00
-86.03957,39.151634,IN,Grandview Lake,39.151634,-86.03957,2024/02/18 17:50:10+00,2024/02/18 19:05:41+00,2024/02/18 19:09:29+00,2024/02/18 20:23:00+00,2024/02/18 19:07:35+00,317,12:50:10
-86.470519,38.291314,IN,Grantsburg,38.291314,-86.470519,2024/02/18 17:48:20+00,2024/02/18 19:05:35+00,2024/02/18 19:06:23+00,2024/02/18 20:22:00+00,2024/02/18 19:05:59+00,318,12:48:20
-85.577908,38.963369,IN,Grayford,38.963369,-85.577908,2024/02/18 17:50:40+00,2024/02/18 19:06:50+00,2024/02/18 19:09:20+00,2024/02/18 20:23:30+00,2024/02/18 19:08:05+00,319,12:50:40
-87.555694,39.118006,IN,Graysville,39.118006,-87.555694,2024/02/18 17:47:50+00,2024/02/18 19:03:29+00,2024/02/18 19:07:07+00,2024/02/18 20:21:10+00,2024/02/18 19:05:18+00,320,12:47:50
-86.846339,39.641841,IN,Greencastle,39.641841,-86.846339,2024/02/18 17:49:40+00,2024/02/18 19:05:10+00,2024/02/18 19:08:31+00,2024/02/18 20:22:10+00,2024/02/18 19:06:50+00,321,12:49:40
-84.829924,39.147725,IN,Greendale,39.147725,-84.829924,2024/02/18 17:52:00+00,2024/02/18 19:09:20+00,2024/02/18 19:09:40+00,2024/02/18 20:24:30+00,2024/02/18 19:09:30+00,322,12:52:00
-85.772548,39.793283,IN,Greenfield,39.793283,-85.772548,2024/02/18 17:51:30+00,2024/02/18 19:06:34+00,2024/02/18 19:10:33+00,2024/02/18 20:23:40+00,2024/02/18 19:08:34+00,323,12:51:30
-85.463972,39.878548,IN,Greensboro,39.878548,-85.463972,2024/02/18 17:52:00+00,2024/02/18 19:07:05+00,2024/02/18 19:11:06+00,2024/02/18 20:24:00+00,2024/02/18 19:09:06+00,324,12:52:00
-85.501189,39.351019,IN,Greensburg,39.351019,-85.501189,2024/02/18 17:51:10+00,2024/02/18 19:06:46+00,2024/02/18 19:10:23+00,2024/02/18 20:23:50+00,2024/02/18 19:08:34+00,325,12:51:10
-85.03915,39.891458,IN,Greens Fork,39.891458,-85.03915,2024/02/18 17:52:40+00,2024/02/18 19:07:43+00,2024/02/18 19:11:42+00,2024/02/18 20:24:30+00,2024/02/18 19:09:42+00,326,12:52:40
-85.962546,40.4775,IN,Greentown,40.4775,-85.962546,2024/02/18 17:52:00+00,2024/02/18 19:08:02+00,2024/02/18 19:09:37+00,2024/02/18 20:23:40+00,2024/02/18 19:08:50+00,327,12:52:00
-86.108505,39.60299,IN,Greenwood,39.60299,-86.108505,2024/02/18 17:50:40+00,2024/02/18 19:05:54+00,2024/02/18 19:09:54+00,2024/02/18 20:23:10+00,2024/02/18 19:07:54+00,328,12:50:40
-87.91492,38.204304,IN,Griffin,38.204304,-87.91492,2024/02/18 17:46:00+00,2024/02/18 19:01:50+00,2024/02/18 19:05:50+00,2024/02/18 20:20:10+00,2024/02/18 19:03:50+00,329,12:46:00
-86.72292,39.762392,IN,Groveland,39.762392,-86.72292,2024/02/18 17:50:00+00,2024/02/18 19:05:33+00,2024/02/18 19:08:45+00,2024/02/18 20:22:30+00,2024/02/18 19:07:09+00,330,12:50:00
-85.649119,39.662009,IN,Gwynneville,39.662009,-85.649119,2024/02/18 17:51:30+00,2024/02/18 19:06:38+00,2024/02/18 19:10:40+00,2024/02/18 20:23:50+00,2024/02/18 19:08:39+00,331,12:51:30
-85.15425,39.914581,IN,Hagerstown,39.914581,-85.15425,2024/02/18 17:52:30+00,2024/02/18 19:07:35+00,2024/02/18 19:11:35+00,2024/02/18 20:24:30+00,2024/02/18 19:09:35+00,332,12:52:30
-85.252283,39.38169,IN,Hamburg,39.38169,-85.252283,2024/02/18 17:51:40+00,2024/02/18 19:07:18+00,2024/02/18 19:10:40+00,2024/02/18 20:24:10+00,2024/02/18 19:08:59+00,333,12:51:40
-86.276354,38.466505,IN,Hardinsburg,38.466505,-86.276354,2024/02/18 17:48:50+00,2024/02/18 19:05:41+00,2024/02/18 19:07:27+00,2024/02/18 20:22:20+00,2024/02/18 19:06:34+00,334,12:48:50
-87.073125,39.533682,IN,Harmony,39.533682,-87.073125,2024/02/18 17:49:10+00,2024/02/18 19:04:45+00,2024/02/18 19:08:04+00,2024/02/18 20:21:50+00,2024/02/18 19:06:24+00,335,12:49:10
-86.026232,39.184514,IN,Harrison Lake,39.184514,-86.026232,2024/02/18 17:50:10+00,2024/02/18 19:05:42+00,2024/02/18 19:09:33+00,2024/02/18 20:23:00+00,2024/02/18 19:07:38+00,336,12:50:10
-86.554103,39.01708,IN,Harrodsburg,39.01708,-86.554103,2024/02/18 17:49:10+00,2024/02/18 19:04:41+00,2024/02/18 19:08:40+00,2024/02/18 20:22:20+00,2024/02/18 19:06:40+00,337,12:49:10
-85.373184,40.453659,IN,Hartford City,40.453659,-85.373184,2024/02/18 17:52:50+00,2024/02/18 19:08:05+00,2024/02/18 19:11:19+00,2024/02/18 20:24:20+00,2024/02/18 19:09:42+00,338,12:52:50
-85.699189,39.266964,IN,Hartsville,39.266964,-85.699189,2024/02/18 17:50:50+00,2024/02/18 19:06:21+00,2024/02/18 19:10:02+00,2024/02/18 20:23:30+00,2024/02/18 19:08:12+00,339,12:50:50
-86.923187,39.023928,IN,Hashtown,39.023928,-86.923187,2024/02/18 17:48:40+00,2024/02/18 19:04:08+00,2024/02/18 19:08:13+00,2024/02/18 20:21:50+00,2024/02/18 19:06:10+00,340,12:48:40
-87.220719,37.904019,IN,Hatfield,37.904019,-87.220719,2024/02/18 17:46:40+00,2024/02/18 19:03:49+00,2024/02/18 19:05:19+00,2024/02/18 20:20:50+00,2024/02/18 19:04:34+00,341,12:46:40
-87.574735,38.203242,IN,Haubstadt,38.203242,-87.574735,2024/02/18 17:46:30+00,2024/02/18 19:02:30+00,2024/02/18 19:06:13+00,2024/02/18 20:20:40+00,2024/02/18 19:04:22+00,342,12:46:30
-85.738896,38.971424,IN,Hayden,38.971424,-85.738896,2024/02/18 17:50:20+00,2024/02/18 19:06:26+00,2024/02/18 19:09:19+00,2024/02/18 20:23:20+00,2024/02/18 19:07:52+00,343,12:50:20
-86.905855,38.490103,IN,Haysville,38.490103,-86.905855,2024/02/18 17:47:50+00,2024/02/18 19:03:57+00,2024/02/18 19:07:25+00,2024/02/18 20:21:40+00,2024/02/18 19:05:41+00,344,12:47:50
-87.539426,38.488401,IN,Hazleton,38.488401,-87.539426,2024/02/18 17:46:50+00,2024/02/18 19:02:40+00,2024/02/18 19:06:43+00,2024/02/18 20:20:40+00,2024/02/18 19:04:42+00,345,12:46:50
-86.296334,39.267793,IN,Helmsburg,39.267793,-86.296334,2024/02/18 17:50:00+00,2024/02/18 19:05:18+00,2024/02/18 19:09:20+00,2024/02/18 20:22:50+00,2024/02/18 19:07:19+00,346,12:50:00
-86.373715,38.930162,IN,Heltonville,38.930162,-86.373715,2024/02/18 17:49:20+00,2024/02/18 19:05:00+00,2024/02/18 19:08:45+00,2024/02/18 20:22:30+00,2024/02/18 19:06:52+00,347,12:49:20
-86.041934,40.419233,IN,Hemlock,40.419233,-86.041934,2024/02/18 17:51:50+00,2024/02/18 19:07:48+00,2024/02/18 19:09:35+00,2024/02/18 20:23:30+00,2024/02/18 19:08:42+00,348,12:51:50
-85.787411,40.513774,IN,Herbst,40.513774,-85.787411,2024/02/18 17:52:20+00,2024/02/18 19:08:07+00,2024/02/18 19:10:14+00,2024/02/18 20:23:50+00,2024/02/18 19:09:10+00,349,12:52:20
-86.70723,39.737093,IN,Heritage Lake,39.737093,-86.70723,2024/02/18 17:50:00+00,2024/02/18 19:05:29+00,2024/02/18 19:08:47+00,2024/02/18 20:22:30+00,2024/02/18 19:07:08+00,350,12:50:00
-85.072275,40.977048,IN,Hessen Cassel,40.977048,-85.072275,2024/02/18 17:54:00+00,2024/02/18 19:09:59+00,2024/02/18 19:10:53+00,2024/02/18 20:25:00+00,2024/02/18 19:10:26+00,351,12:54:00
-84.844952,39.168288,IN,Hidden Valley,39.168288,-84.844952,2024/02/18 17:52:00+00,2024/02/18 19:08:53+00,2024/02/18 19:09:31+00,2024/02/18 20:24:30+00,2024/02/18 19:09:12+00,352,12:52:00
-87.561715,38.046149,IN,Highland,38.046149,-87.561715,2024/02/18 17:46:10+00,2024/02/18 19:02:35+00,2024/02/18 19:05:53+00,2024/02/18 20:20:30+00,2024/02/18 19:04:14+00,353,12:46:10
-86.339856,40.286195,IN,Hillisburg,40.286195,-86.339856,2024/02/18 17:51:20+00,2024/02/18 19:07:22+00,2024/02/18 19:08:50+00,2024/02/18 20:23:10+00,2024/02/18 19:08:06+00,354,12:51:20
-87.391752,39.784557,IN,Hillsdale,39.784557,-87.391752,2024/02/18 17:49:00+00,2024/02/18 19:05:50+00,2024/02/18 19:06:10+00,2024/02/18 20:21:40+00,2024/02/18 19:06:00+00,355,12:49:00
-84.995472,40.951963,IN,Hoagland,40.951963,-84.995472,2024/02/18 17:54:00+00,2024/02/18 19:09:44+00,2024/02/18 19:11:33+00,2024/02/18 20:25:00+00,2024/02/18 19:10:38+00,356,12:54:00
-85.952728,40.284952,IN,Hobbs,40.284952,-85.952728,2024/02/18 17:51:50+00,2024/02/18 19:07:19+00,2024/02/18 19:10:10+00,2024/02/18 20:23:40+00,2024/02/18 19:08:44+00,357,12:51:50
-87.038284,38.246024,IN,Holland,38.246024,-87.038284,2024/02/18 17:47:20+00,2024/02/18 19:03:46+00,2024/02/18 19:06:40+00,2024/02/18 20:21:20+00,2024/02/18 19:05:13+00,358,12:47:20
-85.384652,39.07525,IN,Holton,39.07525,-85.384652,2024/02/18 17:51:10+00,2024/02/18 19:07:13+00,2024/02/18 19:09:45+00,2024/02/18 20:23:50+00,2024/02/18 19:08:29+00,359,12:51:10
-86.131174,39.669584,IN,Homecroft,39.669584,-86.131174,2024/02/18 17:50:40+00,2024/02/18 19:05:57+00,2024/02/18 19:09:53+00,2024/02/18 20:23:10+00,2024/02/18 19:07:55+00,360,12:50:40
-85.5774,39.578441,IN,Homer,39.578441,-85.5774,2024/02/18 17:51:20+00,2024/02/18 19:06:40+00,2024/02/18 19:10:38+00,2024/02/18 20:23:50+00,2024/02/18 19:08:39+00,361,12:51:20
-85.765976,39.299263,IN,Hope,39.299263,-85.765976,2024/02/18 17:50:50+00,2024/02/18 19:06:13+00,2024/02/18 19:10:01+00,2024/02/18 20:23:30+00,2024/02/18 19:08:07+00,362,12:50:50
-86.156409,40.088907,IN,Hortonville,40.088907,-86.156409,2024/02/18 17:51:20+00,2024/02/18 19:06:42+00,2024/02/18 19:09:50+00,2024/02/18 20:23:20+00,2024/02/18 19:08:16+00,363,12:51:20
-86.961909,38.300925,IN,Huntingburg,38.300925,-86.961909,2024/02/18 17:47:30+00,2024/02/18 19:03:55+00,2024/02/18 19:06:53+00,2024/02/18 20:21:30+00,2024/02/18 19:05:24+00,364,12:47:30
-86.67087,38.72102,IN,Huron,38.72102,-86.67087,2024/02/18 17:48:40+00,2024/02/18 19:04:23+00,2024/02/18 19:08:05+00,2024/02/18 20:22:00+00,2024/02/18 19:06:14+00,365,12:48:40
-87.298928,39.185877,IN,Hymera,39.185877,-87.298928,2024/02/18 17:48:20+00,2024/02/18 19:03:52+00,2024/02/18 19:07:37+00,2024/02/18 20:21:30+00,2024/02/18 19:05:44+00,366,12:48:20
-86.145935,39.776664,IN,Indianapolis city (balance),39.776664,-86.145935,2024/02/18 17:50:50+00,2024/02/18 19:06:06+00,2024/02/18 19:09:53+00,2024/02/18 20:23:10+00,2024/02/18 19:08:00+00,367,12:50:50
-85.805753,39.95895,IN,Ingalls,39.95895,-85.805753,2024/02/18 17:51:40+00,2024/02/18 19:06:46+00,2024/02/18 19:10:32+00,2024/02/18 20:23:40+00,2024/02/18 19:08:39+00,368,12:51:40
-86.998844,38.414399,IN,Ireland,38.414399,-86.998844,2024/02/18 17:47:40+00,2024/02/18 19:03:46+00,2024/02/18 19:07:11+00,2024/02/18 20:21:30+00,2024/02/18 19:05:28+00,369,12:47:40
-85.741206,40.624826,IN,Jalapa,40.624826,-85.741206,2024/02/18 17:52:30+00,2024/02/18 19:08:38+00,2024/02/18 19:09:47+00,2024/02/18 20:24:00+00,2024/02/18 19:09:12+00,370,12:52:30
-86.626033,39.928634,IN,Jamestown,39.928634,-86.626033,2024/02/18 17:50:20+00,2024/02/18 19:06:01+00,2024/02/18 19:08:52+00,2024/02/18 20:22:40+00,2024/02/18 19:07:26+00,371,12:50:20
-87.199616,39.161476,IN,Jasonville,39.161476,-87.199616,2024/02/18 17:48:20+00,2024/02/18 19:03:56+00,2024/02/18 19:07:48+00,2024/02/18 20:21:30+00,2024/02/18 19:05:52+00,372,12:48:20
-86.940575,38.393152,IN,Jasper,38.393152,-86.940575,2024/02/18 17:47:40+00,2024/02/18 19:03:55+00,2024/02/18 19:07:09+00,2024/02/18 20:21:30+00,2024/02/18 19:05:32+00,373,12:47:40
-85.932874,40.456596,IN,Jerome,40.456596,-85.932874,2024/02/18 17:52:00+00,2024/02/18 19:07:55+00,2024/02/18 19:09:53+00,2024/02/18 20:23:40+00,2024/02/18 19:08:54+00,374,12:52:00
-87.748101,38.274042,IN,Johnson,38.274042,-87.748101,2024/02/18 17:46:20+00,2024/02/18 19:02:10+00,2024/02/18 19:06:08+00,2024/02/18 20:20:20+00,2024/02/18 19:04:09+00,375,12:46:20
-85.630385,40.479731,IN,Jonesboro,40.479731,-85.630385,2024/02/18 17:52:30+00,2024/02/18 19:08:00+00,2024/02/18 19:10:44+00,2024/02/18 20:24:10+00,2024/02/18 19:09:22+00,376,12:52:30
-85.887855,39.059813,IN,Jonesville,39.059813,-85.887855,2024/02/18 17:50:10+00,2024/02/18 19:06:02+00,2024/02/18 19:09:29+00,2024/02/18 20:23:10+00,2024/02/18 19:07:46+00,377,12:50:10
-86.54239,38.959599,IN,Judah,38.959599,-86.54239,2024/02/18 17:49:10+00,2024/02/18 19:04:41+00,2024/02/18 19:08:36+00,2024/02/18 20:22:20+00,2024/02/18 19:06:38+00,378,12:49:10
-87.135947,39.813527,IN,Judson,39.813527,-87.135947,2024/02/18 17:49:30+00,2024/02/18 19:05:36+00,2024/02/18 19:07:34+00,2024/02/18 20:22:00+00,2024/02/18 19:06:35+00,379,12:49:30
-86.229634,40.287826,IN,Kempton,40.287826,-86.229634,2024/02/18 17:51:20+00,2024/02/18 19:07:18+00,2024/02/18 19:09:24+00,2024/02/18 20:23:10+00,2024/02/18 19:08:21+00,380,12:51:20
-85.522131,39.906345,IN,Kennard,39.906345,-85.522131,2024/02/18 17:52:00+00,2024/02/18 19:07:03+00,2024/02/18 19:11:02+00,2024/02/18 20:24:00+00,2024/02/18 19:09:02+00,381,12:52:00
-85.262463,40.592152,IN,Keystone,40.592152,-85.262463,2024/02/18 17:53:10+00,2024/02/18 19:08:29+00,2024/02/18 19:11:30+00,2024/02/18 20:24:30+00,2024/02/18 19:10:00+00,382,12:53:10
-86.359192,40.192783,IN,Kirklin,40.192783,-86.359192,2024/02/18 17:51:00+00,2024/02/18 19:06:57+00,2024/02/18 19:09:12+00,2024/02/18 20:23:00+00,2024/02/18 19:08:04+00,383,12:51:00
-85.530811,39.795537,IN,Knightstown,39.795537,-85.530811,2024/02/18 17:51:50+00,2024/02/18 19:06:55+00,2024/02/18 19:10:57+00,2024/02/18 20:24:00+00,2024/02/18 19:08:56+00,384,12:51:50
-87.089134,39.525352,IN,Knightsville,39.525352,-87.089134,2024/02/18 17:49:10+00,2024/02/18 19:04:43+00,2024/02/18 19:08:02+00,2024/02/18 20:21:50+00,2024/02/18 19:06:22+00,385,12:49:10
-86.127349,40.464011,IN,Kokomo,40.464011,-86.127349,2024/02/18 17:51:50+00,2024/02/18 19:08:15+00,2024/02/18 19:08:41+00,2024/02/18 20:23:30+00,2024/02/18 19:08:28+00,386,12:51:50
-86.799029,39.916642,IN,Ladoga,39.916642,-86.799029,2024/02/18 17:50:00+00,2024/02/18 19:05:57+00,2024/02/18 19:08:26+00,2024/02/18 20:22:20+00,2024/02/18 19:07:12+00,387,12:50:00
-85.722023,40.673893,IN,La Fontaine,40.673893,-85.722023,2024/02/18 17:52:40+00,2024/02/18 19:09:01+00,2024/02/18 19:09:27+00,2024/02/18 20:24:00+00,2024/02/18 19:09:14+00,388,12:52:40
-86.959925,39.963522,IN,Lake Holiday,39.963522,-86.959925,2024/02/18 17:50:00+00,2024/02/18 19:06:13+00,2024/02/18 19:07:33+00,2024/02/18 20:22:10+00,2024/02/18 19:06:53+00,389,12:50:00
-85.307703,39.410327,IN,Lake Santee,39.410327,-85.307703,2024/02/18 17:51:30+00,2024/02/18 19:07:09+00,2024/02/18 19:10:41+00,2024/02/18 20:24:00+00,2024/02/18 19:08:55+00,390,12:51:30
-85.021009,39.513186,IN,Lakeshore Resort,39.513186,-85.021009,2024/02/18 17:52:10+00,2024/02/18 19:07:45+00,2024/02/18 19:11:08+00,2024/02/18 20:24:30+00,2024/02/18 19:09:26+00,391,12:52:10
-85.248328,39.481411,IN,Lake View,39.481411,-85.248328,2024/02/18 17:51:50+00,2024/02/18 19:07:16+00,2024/02/18 19:10:52+00,2024/02/18 20:24:10+00,2024/02/18 19:09:04+00,392,12:51:50
-87.302043,39.396513,IN,Lakewood,39.396513,-87.302043,2024/02/18 17:48:40+00,2024/02/18 19:04:16+00,2024/02/18 19:07:37+00,2024/02/18 20:21:30+00,2024/02/18 19:05:56+00,393,12:48:40
-85.559291,40.612611,IN,Landess,40.612611,-85.559291,2024/02/18 17:52:50+00,2024/02/18 19:08:28+00,2024/02/18 19:10:43+00,2024/02/18 20:24:10+00,2024/02/18 19:09:36+00,394,12:52:50
-85.84056,40.033364,IN,Lapel,40.033364,-85.84056,2024/02/18 17:51:40+00,2024/02/18 19:06:51+00,2024/02/18 19:10:28+00,2024/02/18 20:23:40+00,2024/02/18 19:08:40+00,395,12:51:40
-85.187882,39.502037,IN,Laurel,39.502037,-85.187882,2024/02/18 17:51:50+00,2024/02/18 19:07:23+00,2024/02/18 19:10:57+00,2024/02/18 20:24:10+00,2024/02/18 19:09:10+00,396,12:51:50
-85.989646,39.865956,IN,Lawrence,39.865956,-85.989646,2024/02/18 17:51:10+00,2024/02/18 19:06:25+00,2024/02/18 19:10:11+00,2024/02/18 20:23:30+00,2024/02/18 19:08:18+00,397,12:51:10
-86.390128,38.747134,IN,Lawrenceport,38.747134,-86.390128,2024/02/18 17:49:00+00,2024/02/18 19:05:02+00,2024/02/18 19:08:24+00,2024/02/18 20:22:20+00,2024/02/18 19:06:43+00,398,12:49:00
-86.448155,40.033106,IN,Lebanon,40.033106,-86.448155,2024/02/18 17:50:40+00,2024/02/18 19:06:24+00,2024/02/18 19:09:13+00,2024/02/18 20:22:50+00,2024/02/18 19:07:48+00,399,12:50:40
-85.568531,39.233996,IN,Letts,39.233996,-85.568531,2024/02/18 17:51:00+00,2024/02/18 19:06:40+00,2024/02/18 19:10:06+00,2024/02/18 20:23:40+00,2024/02/18 19:08:23+00,400,12:51:00
-91.941776,35.633775,AR,Drasco,35.633775,-91.941776,2024/02/18 17:35:40+00,2024/02/18 18:52:29+00,2024/02/18 18:56:38+00,2024/02/18 20:12:40+00,2024/02/18 18:54:34+00,401,12:35:40
-94.138805,35.494367,AR,Dyer,35.494367,-94.138805,2024/02/18 17:32:20+00,2024/02/18 18:50:40+00,2024/02/18 18:51:10+00,2024/02/18 20:09:20+00,2024/02/18 18:50:55+00,402,12:32:20
-92.327475,34.554505,AR,East End,34.554505,-92.327475,2024/02/18 17:33:30+00,2024/02/18 18:51:54+00,2024/02/18 18:52:54+00,2024/02/18 20:11:20+00,2024/02/18 18:52:24+00,403,12:33:30
-92.196371,35.600686,AR,Edgemont,35.600686,-92.196371,2024/02/18 17:35:20+00,2024/02/18 18:52:00+00,2024/02/18 18:56:14+00,2024/02/18 20:12:30+00,2024/02/18 18:54:07+00,404,12:35:20
-90.945834,35.867775,AR,Egypt,35.867775,-90.945834,2024/02/18 17:37:40+00,2024/02/18 18:54:51+00,2024/02/18 18:58:05+00,2024/02/18 20:14:20+00,2024/02/18 18:56:28+00,405,12:37:40
-92.081189,35.115298,AR,El Paso,35.115298,-92.081189,2024/02/18 17:34:40+00,2024/02/18 18:52:00+00,2024/02/18 18:55:22+00,2024/02/18 20:12:10+00,2024/02/18 18:53:41+00,406,12:34:40
-93.466156,33.722539,AR,Emmet,33.722539,-93.466156,2024/02/18 17:30:20+00,2024/02/18 18:48:51+00,2024/02/18 18:49:57+00,2024/02/18 20:08:50+00,2024/02/18 18:49:24+00,407,12:30:20
-92.206581,35.195907,AR,Enola,35.195907,-92.206581,2024/02/18 17:34:40+00,2024/02/18 18:51:40+00,2024/02/18 18:55:29+00,2024/02/18 20:12:00+00,2024/02/18 18:53:34+00,408,12:34:40
-91.621881,36.069933,AR,Evening Shade,36.069933,-91.621881,2024/02/18 17:37:00+00,2024/02/18 18:53:31+00,2024/02/18 18:57:46+00,2024/02/18 20:13:40+00,2024/02/18 18:55:38+00,409,12:37:00
-92.909538,36.15414,AR,Everton,36.15414,-92.909538,2024/02/18 17:35:10+00,2024/02/18 18:52:29+00,2024/02/18 18:54:57+00,2024/02/18 20:11:50+00,2024/02/18 18:53:43+00,410,12:35:10
-92.266208,35.601101,AR,Fairfield Bay,35.601101,-92.266208,2024/02/18 17:35:20+00,2024/02/18 18:51:53+00,2024/02/18 18:56:09+00,2024/02/18 20:12:20+00,2024/02/18 18:54:01+00,411,12:35:20
-92.233355,35.96351,AR,Fifty-Six,35.96351,-92.233355,2024/02/18 17:36:00+00,2024/02/18 18:52:28+00,2024/02/18 18:56:35+00,2024/02/18 20:12:40+00,2024/02/18 18:54:32+00,412,12:36:00
-90.972494,35.491424,AR,Fisher,35.491424,-90.972494,2024/02/18 17:37:00+00,2024/02/18 18:55:23+00,2024/02/18 18:56:13+00,2024/02/18 20:14:00+00,2024/02/18 18:55:48+00,413,12:37:00
-92.59353,36.27732,AR,Flippin,36.27732,-92.59353,2024/02/18 17:35:50+00,2024/02/18 18:52:55+00,2024/02/18 18:55:50+00,2024/02/18 20:12:20+00,2024/02/18 18:54:22+00,414,12:35:50
-91.758932,35.588939,AR,Floral,35.588939,-91.758932,2024/02/18 17:36:00+00,2024/02/18 18:52:49+00,2024/02/18 18:56:46+00,2024/02/18 20:13:00+00,2024/02/18 18:54:48+00,415,12:36:00
-91.96453,35.198879,AR,Floyd,35.198879,-91.96453,2024/02/18 17:35:00+00,2024/02/18 18:52:18+00,2024/02/18 18:55:39+00,2024/02/18 20:12:20+00,2024/02/18 18:53:58+00,416,12:35:00
-94.397668,33.719494,AR,Foreman,33.719494,-94.397668,2024/02/18 17:28:50+00,2024/02/18 18:45:55+00,2024/02/18 18:50:01+00,2024/02/18 20:07:20+00,2024/02/18 18:47:58+00,417,12:28:50
-92.919774,34.609848,AR,Fountain Lake,34.609848,-92.919774,2024/02/18 17:32:30+00,2024/02/18 18:49:49+00,2024/02/18 18:53:30+00,2024/02/18 20:10:30+00,2024/02/18 18:51:40+00,418,12:32:30
-92.618944,34.993128,AR,Fourche,34.993128,-92.618944,2024/02/18 17:33:40+00,2024/02/18 18:50:38+00,2024/02/18 18:54:37+00,2024/02/18 20:11:10+00,2024/02/18 18:52:38+00,419,12:33:40
-92.299626,35.784398,AR,Fox,35.784398,-92.299626,2024/02/18 17:35:30+00,2024/02/18 18:52:05+00,2024/02/18 18:56:20+00,2024/02/18 20:12:20+00,2024/02/18 18:54:12+00,420,12:35:30
-91.769724,36.1727,AR,Franklin,36.1727,-91.769724,2024/02/18 17:37:00+00,2024/02/18 18:53:26+00,2024/02/18 18:57:38+00,2024/02/18 20:13:30+00,2024/02/18 18:55:32+00,421,12:37:00
-93.00366,34.224344,AR,Friendship,34.224344,-93.00366,2024/02/18 17:31:50+00,2024/02/18 18:49:41+00,2024/02/18 18:52:14+00,2024/02/18 20:10:00+00,2024/02/18 18:50:58+00,422,12:31:50
-93.813795,33.612565,AR,Fulton,33.612565,-93.813795,2024/02/18 17:29:30+00,2024/02/18 18:47:30+00,2024/02/18 18:50:02+00,2024/02/18 20:08:10+00,2024/02/18 18:48:46+00,423,12:29:30
